tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2020-09-14,Argentina,20H.Beta.V2,20,0,0.000000000000
2020-09-14,Argentina,20I.Alpha.V1,20,0,0.000000000000
2020-09-14,Argentina,20J.Gamma.V3,20,0,0.000000000000
2020-09-14,Argentina,21A.Delta,20,0,0.000000000000
2020-09-14,Argentina,21C.Epsilon,20,0,0.000000000000
2020-09-14,Argentina,21D.Eta,20,0,0.000000000000
2020-09-14,Argentina,21F.Iota,20,0,0.000000000000
2020-09-14,Argentina,21G.Lambda,20,0,0.000000000000
2020-09-14,Australia,20H.Beta.V2,297,0,0.000000000000
2020-09-14,Australia,20I.Alpha.V1,297,0,0.000000000000
2020-09-14,Australia,20J.Gamma.V3,297,0,0.000000000000
2020-09-14,Australia,21A.Delta,297,0,0.000000000000
2020-09-14,Australia,21B.Kappa,297,0,0.000000000000
2020-09-14,Australia,21C.Epsilon,297,0,0.000000000000
2020-09-14,Australia,21D.Eta,297,0,0.000000000000
2020-09-14,Australia,21F.Iota,297,0,0.000000000000
2020-09-14,Australia,21G.Lambda,297,0,0.000000000000
2020-09-14,Austria,20H.Beta.V2,17,0,0.000000000000
2020-09-14,Austria,20I.Alpha.V1,17,0,0.000000000000
2020-09-14,Austria,20J.Gamma.V3,17,0,0.000000000000
2020-09-14,Austria,21A.Delta,17,0,0.000000000000
2020-09-14,Austria,21B.Kappa,17,0,0.000000000000
2020-09-14,Austria,21D.Eta,17,0,0.000000000000
2020-09-14,Austria,21F.Iota,17,0,0.000000000000
2020-09-14,Bahrain,20H.Beta.V2,1,0,0.000000000000
2020-09-14,Bahrain,20I.Alpha.V1,1,0,0.000000000000
2020-09-14,Bahrain,20J.Gamma.V3,1,0,0.000000000000
2020-09-14,Bahrain,21A.Delta,1,0,0.000000000000
2020-09-14,Bahrain,21B.Kappa,1,0,0.000000000000
2020-09-14,Bahrain,21D.Eta,3,0,0.000000000000
2020-09-14,Bangladesh,20H.Beta.V2,6,0,0.000000000000
2020-09-14,Bangladesh,20I.Alpha.V1,6,0,0.000000000000
2020-09-14,Bangladesh,20J.Gamma.V3,6,0,0.000000000000
2020-09-14,Bangladesh,21A.Delta,6,0,0.000000000000
2020-09-14,Bangladesh,21D.Eta,6,0,0.000000000000
2020-09-14,Belgium,20H.Beta.V2,71,0,0.000000000000
2020-09-14,Belgium,20I.Alpha.V1,71,0,0.000000000000
2020-09-14,Belgium,20J.Gamma.V3,71,0,0.000000000000
2020-09-14,Belgium,21A.Delta,71,0,0.000000000000
2020-09-14,Belgium,21B.Kappa,71,0,0.000000000000
2020-09-14,Belgium,21C.Epsilon,71,0,0.000000000000
2020-09-14,Belgium,21D.Eta,71,0,0.000000000000
2020-09-14,Belgium,21F.Iota,71,0,0.000000000000
2020-09-14,Belgium,21G.Lambda,71,0,0.000000000000
2020-09-14,Botswana,20I.Alpha.V1,8,0,0.000000000000
2020-09-14,Brazil,20H.Beta.V2,96,0,0.000000000000
2020-09-14,Brazil,20I.Alpha.V1,96,0,0.000000000000
2020-09-14,Brazil,20J.Gamma.V3,96,0,0.000000000000
2020-09-14,Brazil,21A.Delta,96,0,0.000000000000
2020-09-14,Brazil,21D.Eta,96,0,0.000000000000
2020-09-14,Brazil,21G.Lambda,96,0,0.000000000000
2020-09-14,Bulgaria,20H.Beta.V2,2,0,0.000000000000
2020-09-14,Bulgaria,20I.Alpha.V1,2,0,0.000000000000
2020-09-14,Bulgaria,21A.Delta,2,0,0.000000000000
2020-09-14,Canada,20H.Beta.V2,339,0,0.000000000000
2020-09-14,Canada,20I.Alpha.V1,339,0,0.000000000000
2020-09-14,Canada,20J.Gamma.V3,339,0,0.000000000000
2020-09-14,Canada,21A.Delta,339,0,0.000000000000
2020-09-14,Canada,21B.Kappa,339,0,0.000000000000
2020-09-14,Canada,21C.Epsilon,339,0,0.000000000000
2020-09-14,Canada,21D.Eta,339,0,0.000000000000
2020-09-14,Canada,21F.Iota,339,0,0.000000000000
2020-09-14,Canada,21G.Lambda,339,0,0.000000000000
2020-09-14,Chile,20H.Beta.V2,20,0,0.000000000000
2020-09-14,Chile,20I.Alpha.V1,20,0,0.000000000000
2020-09-14,Chile,20J.Gamma.V3,20,0,0.000000000000
2020-09-14,Chile,21A.Delta,20,0,0.000000000000
2020-09-14,Chile,21C.Epsilon,20,0,0.000000000000
2020-09-14,Chile,21F.Iota,20,0,0.000000000000
2020-09-14,Chile,21G.Lambda,20,0,0.000000000000
2020-09-14,Costa Rica,20H.Beta.V2,3,0,0.000000000000
2020-09-14,Costa Rica,20I.Alpha.V1,3,0,0.000000000000
2020-09-14,Costa Rica,20J.Gamma.V3,3,0,0.000000000000
2020-09-14,Costa Rica,21A.Delta,3,0,0.000000000000
2020-09-14,Costa Rica,21C.Epsilon,3,0,0.000000000000
2020-09-14,Costa Rica,21D.Eta,3,0,0.000000000000
2020-09-14,Costa Rica,21F.Iota,3,0,0.000000000000
2020-09-14,Costa Rica,21G.Lambda,3,0,0.000000000000
2020-09-14,Croatia,20H.Beta.V2,4,0,0.000000000000
2020-09-14,Croatia,20I.Alpha.V1,4,0,0.000000000000
2020-09-14,Croatia,20J.Gamma.V3,4,0,0.000000000000
2020-09-14,Croatia,21A.Delta,4,0,0.000000000000
2020-09-14,Croatia,21F.Iota,4,0,0.000000000000
2020-09-14,Czech Republic,20H.Beta.V2,7,0,0.000000000000
2020-09-14,Czech Republic,20I.Alpha.V1,7,0,0.000000000000
2020-09-14,Czech Republic,20J.Gamma.V3,7,0,0.000000000000
2020-09-14,Czech Republic,21A.Delta,7,0,0.000000000000
2020-09-14,Czech Republic,21B.Kappa,7,0,0.000000000000
2020-09-14,Czech Republic,21D.Eta,7,0,0.000000000000
2020-09-14,Denmark,20H.Beta.V2,531,0,0.000000000000
2020-09-14,Denmark,20I.Alpha.V1,531,0,0.000000000000
2020-09-14,Denmark,20J.Gamma.V3,531,0,0.000000000000
2020-09-14,Denmark,21A.Delta,531,0,0.000000000000
2020-09-14,Denmark,21B.Kappa,531,0,0.000000000000
2020-09-14,Denmark,21C.Epsilon,531,0,0.000000000000
2020-09-14,Denmark,21D.Eta,531,0,0.000000000000
2020-09-14,Denmark,21F.Iota,531,0,0.000000000000
2020-09-14,Denmark,21G.Lambda,531,0,0.000000000000
2020-09-14,Ecuador,20I.Alpha.V1,6,0,0.000000000000
2020-09-14,Ecuador,20J.Gamma.V3,6,0,0.000000000000
2020-09-14,Ecuador,21A.Delta,6,0,0.000000000000
2020-09-14,Ecuador,21F.Iota,6,0,0.000000000000
2020-09-14,Ecuador,21G.Lambda,6,0,0.000000000000
2020-09-14,Egypt,20I.Alpha.V1,7,0,0.000000000000
2020-09-14,Egypt,21A.Delta,7,0,0.000000000000
2020-09-14,Estonia,20H.Beta.V2,20,0,0.000000000000
2020-09-14,Estonia,20I.Alpha.V1,20,0,0.000000000000
2020-09-14,Estonia,21A.Delta,20,0,0.000000000000
2020-09-14,Estonia,21D.Eta,20,0,0.000000000000
2020-09-14,Finland,20H.Beta.V2,17,0,0.000000000000
2020-09-14,Finland,20I.Alpha.V1,17,0,0.000000000000
2020-09-14,Finland,20J.Gamma.V3,17,0,0.000000000000
2020-09-14,Finland,21A.Delta,17,0,0.000000000000
2020-09-14,Finland,21B.Kappa,17,0,0.000000000000
2020-09-14,Finland,21C.Epsilon,17,0,0.000000000000
2020-09-14,Finland,21D.Eta,17,0,0.000000000000
2020-09-14,France,20H.Beta.V2,359,0,0.000000000000
2020-09-14,France,20I.Alpha.V1,359,0,0.000000000000
2020-09-14,France,20J.Gamma.V3,359,0,0.000000000000
2020-09-14,France,21A.Delta,359,0,0.000000000000
2020-09-14,France,21B.Kappa,359,0,0.000000000000
2020-09-14,France,21C.Epsilon,359,0,0.000000000000
2020-09-14,France,21D.Eta,359,0,0.000000000000
2020-09-14,France,21F.Iota,359,0,0.000000000000
2020-09-14,France,21G.Lambda,359,0,0.000000000000
2020-09-14,Germany,20H.Beta.V2,85,0,0.000000000000
2020-09-14,Germany,20I.Alpha.V1,85,0,0.000000000000
2020-09-14,Germany,20J.Gamma.V3,85,0,0.000000000000
2020-09-14,Germany,21A.Delta,85,0,0.000000000000
2020-09-14,Germany,21B.Kappa,85,0,0.000000000000
2020-09-14,Germany,21C.Epsilon,85,0,0.000000000000
2020-09-14,Germany,21D.Eta,85,0,0.000000000000
2020-09-14,Germany,21F.Iota,85,0,0.000000000000
2020-09-14,Germany,21G.Lambda,85,0,0.000000000000
2020-09-14,Greece,20H.Beta.V2,14,0,0.000000000000
2020-09-14,Greece,20I.Alpha.V1,14,0,0.000000000000
2020-09-14,Greece,20J.Gamma.V3,14,0,0.000000000000
2020-09-14,Greece,21A.Delta,14,0,0.000000000000
2020-09-14,Greece,21B.Kappa,14,0,0.000000000000
2020-09-14,Greece,21D.Eta,14,0,0.000000000000
2020-09-14,Iceland,20H.Beta.V2,78,0,0.000000000000
2020-09-14,Iceland,20I.Alpha.V1,78,0,0.000000000000
2020-09-14,Iceland,20J.Gamma.V3,78,0,0.000000000000
2020-09-14,Iceland,21A.Delta,78,0,0.000000000000
2020-09-14,Iceland,21D.Eta,78,0,0.000000000000
2020-09-14,Iceland,21F.Iota,78,0,0.000000000000
2020-09-14,India,20H.Beta.V2,195,0,0.000000000000
2020-09-14,India,20I.Alpha.V1,195,0,0.000000000000
2020-09-14,India,20J.Gamma.V3,195,0,0.000000000000
2020-09-14,India,21A.Delta,195,0,0.000000000000
2020-09-14,India,21B.Kappa,195,0,0.000000000000
2020-09-14,India,21C.Epsilon,195,0,0.000000000000
2020-09-14,India,21D.Eta,195,0,0.000000000000
2020-09-14,India,21F.Iota,195,0,0.000000000000
2020-09-14,Indonesia,20H.Beta.V2,17,0,0.000000000000
2020-09-14,Indonesia,20I.Alpha.V1,17,0,0.000000000000
2020-09-14,Indonesia,21A.Delta,17,0,0.000000000000
2020-09-14,Indonesia,21B.Kappa,17,0,0.000000000000
2020-09-14,Indonesia,21D.Eta,17,0,0.000000000000
2020-09-14,Ireland,20H.Beta.V2,49,0,0.000000000000
2020-09-14,Ireland,20I.Alpha.V1,49,0,0.000000000000
2020-09-14,Ireland,20J.Gamma.V3,49,0,0.000000000000
2020-09-14,Ireland,21A.Delta,49,0,0.000000000000
2020-09-14,Ireland,21B.Kappa,49,0,0.000000000000
2020-09-14,Ireland,21C.Epsilon,49,0,0.000000000000
2020-09-14,Ireland,21D.Eta,49,0,0.000000000000
2020-09-14,Ireland,21F.Iota,49,0,0.000000000000
2020-09-14,Ireland,21G.Lambda,49,0,0.000000000000
2020-09-14,Israel,20H.Beta.V2,0,0,0.000000000000
2020-09-14,Israel,20I.Alpha.V1,0,0,0.000000000000
2020-09-14,Israel,20J.Gamma.V3,0,0,0.000000000000
2020-09-14,Israel,21A.Delta,0,0,0.000000000000
2020-09-14,Israel,21B.Kappa,0,0,0.000000000000
2020-09-14,Israel,21C.Epsilon,0,0,0.000000000000
2020-09-14,Israel,21D.Eta,0,0,0.000000000000
2020-09-14,Israel,21F.Iota,0,0,0.000000000000
2020-09-14,Israel,21G.Lambda,0,0,0.000000000000
2020-09-14,Italy,20H.Beta.V2,80,0,0.000000000000
2020-09-14,Italy,20I.Alpha.V1,80,0,0.000000000000
2020-09-14,Italy,20J.Gamma.V3,80,0,0.000000000000
2020-09-14,Italy,21A.Delta,80,0,0.000000000000
2020-09-14,Italy,21B.Kappa,80,0,0.000000000000
2020-09-14,Italy,21C.Epsilon,80,0,0.000000000000
