tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2020-05-04,Argentina,20H.Beta.V2,52,0,0.000000000000
2020-05-04,Argentina,20I.Alpha.V1,52,0,0.000000000000
2020-05-04,Argentina,20J.Gamma.V3,52,0,0.000000000000
2020-05-04,Argentina,21A.Delta,52,0,0.000000000000
2020-05-04,Argentina,21C.Epsilon,52,0,0.000000000000
2020-05-04,Argentina,21D.Eta,52,0,0.000000000000
2020-05-04,Argentina,21F.Iota,52,0,0.000000000000
2020-05-04,Argentina,21G.Lambda,52,0,0.000000000000
2020-05-04,Australia,20H.Beta.V2,50,0,0.000000000000
2020-05-04,Australia,20I.Alpha.V1,50,0,0.000000000000
2020-05-04,Australia,20J.Gamma.V3,50,0,0.000000000000
2020-05-04,Australia,21A.Delta,50,0,0.000000000000
2020-05-04,Australia,21B.Kappa,50,0,0.000000000000
2020-05-04,Australia,21C.Epsilon,50,0,0.000000000000
2020-05-04,Australia,21D.Eta,50,0,0.000000000000
2020-05-04,Australia,21F.Iota,50,0,0.000000000000
2020-05-04,Australia,21G.Lambda,50,0,0.000000000000
2020-05-04,Austria,20H.Beta.V2,12,0,0.000000000000
2020-05-04,Austria,20I.Alpha.V1,12,0,0.000000000000
2020-05-04,Austria,20J.Gamma.V3,12,0,0.000000000000
2020-05-04,Austria,21A.Delta,12,0,0.000000000000
2020-05-04,Austria,21B.Kappa,12,0,0.000000000000
2020-05-04,Austria,21D.Eta,12,0,0.000000000000
2020-05-04,Austria,21F.Iota,12,0,0.000000000000
2020-05-04,Bangladesh,20H.Beta.V2,40,0,0.000000000000
2020-05-04,Bangladesh,20I.Alpha.V1,40,0,0.000000000000
2020-05-04,Bangladesh,20J.Gamma.V3,40,0,0.000000000000
2020-05-04,Bangladesh,21A.Delta,40,0,0.000000000000
2020-05-04,Bangladesh,21D.Eta,40,0,0.000000000000
2020-05-04,Belgium,20H.Beta.V2,45,0,0.000000000000
2020-05-04,Belgium,20I.Alpha.V1,45,0,0.000000000000
2020-05-04,Belgium,20J.Gamma.V3,45,0,0.000000000000
2020-05-04,Belgium,21A.Delta,45,0,0.000000000000
2020-05-04,Belgium,21B.Kappa,45,0,0.000000000000
2020-05-04,Belgium,21C.Epsilon,45,0,0.000000000000
2020-05-04,Belgium,21D.Eta,45,0,0.000000000000
2020-05-04,Belgium,21F.Iota,45,0,0.000000000000
2020-05-04,Belgium,21G.Lambda,45,0,0.000000000000
2020-05-04,Brazil,20H.Beta.V2,105,0,0.000000000000
2020-05-04,Brazil,20I.Alpha.V1,105,0,0.000000000000
2020-05-04,Brazil,20J.Gamma.V3,105,0,0.000000000000
2020-05-04,Brazil,21A.Delta,105,0,0.000000000000
2020-05-04,Brazil,21D.Eta,105,0,0.000000000000
2020-05-04,Brazil,21G.Lambda,105,0,0.000000000000
2020-05-04,Bulgaria,20H.Beta.V2,1,0,0.000000000000
2020-05-04,Bulgaria,20I.Alpha.V1,1,0,0.000000000000
2020-05-04,Bulgaria,21A.Delta,1,0,0.000000000000
2020-05-04,Canada,20H.Beta.V2,309,0,0.000000000000
2020-05-04,Canada,20I.Alpha.V1,309,0,0.000000000000
2020-05-04,Canada,20J.Gamma.V3,309,0,0.000000000000
2020-05-04,Canada,21A.Delta,309,0,0.000000000000
2020-05-04,Canada,21B.Kappa,309,0,0.000000000000
2020-05-04,Canada,21C.Epsilon,309,0,0.000000000000
2020-05-04,Canada,21D.Eta,309,0,0.000000000000
2020-05-04,Canada,21F.Iota,309,0,0.000000000000
2020-05-04,Canada,21G.Lambda,309,0,0.000000000000
2020-05-04,Chile,20H.Beta.V2,41,0,0.000000000000
2020-05-04,Chile,20I.Alpha.V1,41,0,0.000000000000
2020-05-04,Chile,20J.Gamma.V3,41,0,0.000000000000
2020-05-04,Chile,21A.Delta,41,0,0.000000000000
2020-05-04,Chile,21C.Epsilon,41,0,0.000000000000
2020-05-04,Chile,21F.Iota,41,0,0.000000000000
2020-05-04,Chile,21G.Lambda,41,0,0.000000000000
2020-05-04,Colombia,20I.Alpha.V1,27,0,0.000000000000
2020-05-04,Colombia,20J.Gamma.V3,27,0,0.000000000000
2020-05-04,Colombia,21A.Delta,27,0,0.000000000000
2020-05-04,Colombia,21C.Epsilon,27,0,0.000000000000
2020-05-04,Colombia,21F.Iota,27,0,0.000000000000
2020-05-04,Colombia,21G.Lambda,27,0,0.000000000000
2020-05-04,Czech Republic,20H.Beta.V2,1,0,0.000000000000
2020-05-04,Czech Republic,20I.Alpha.V1,1,0,0.000000000000
2020-05-04,Czech Republic,20J.Gamma.V3,1,0,0.000000000000
2020-05-04,Czech Republic,21A.Delta,1,0,0.000000000000
2020-05-04,Czech Republic,21B.Kappa,1,0,0.000000000000
2020-05-04,Czech Republic,21D.Eta,1,0,0.000000000000
2020-05-04,Denmark,20H.Beta.V2,54,0,0.000000000000
2020-05-04,Denmark,20I.Alpha.V1,54,0,0.000000000000
2020-05-04,Denmark,20J.Gamma.V3,54,0,0.000000000000
2020-05-04,Denmark,21A.Delta,54,0,0.000000000000
2020-05-04,Denmark,21B.Kappa,54,0,0.000000000000
2020-05-04,Denmark,21C.Epsilon,54,0,0.000000000000
2020-05-04,Denmark,21D.Eta,54,0,0.000000000000
2020-05-04,Denmark,21F.Iota,54,0,0.000000000000
2020-05-04,Denmark,21G.Lambda,54,0,0.000000000000
2020-05-04,Ecuador,20I.Alpha.V1,2,0,0.000000000000
2020-05-04,Ecuador,20J.Gamma.V3,2,0,0.000000000000
2020-05-04,Ecuador,21A.Delta,2,0,0.000000000000
2020-05-04,Ecuador,21F.Iota,2,0,0.000000000000
2020-05-04,Ecuador,21G.Lambda,2,0,0.000000000000
2020-05-04,Egypt,20I.Alpha.V1,14,0,0.000000000000
2020-05-04,Egypt,21A.Delta,14,0,0.000000000000
2020-05-04,Finland,20H.Beta.V2,33,0,0.000000000000
