tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2021-08-23,Argentina,20H.Beta.V2,10,0,0.000000000000
2021-08-23,Argentina,20I.Alpha.V1,10,0,0.000000000000
2021-08-23,Argentina,20J.Gamma.V3,10,1,0.100000000000
2021-08-23,Argentina,21A.Delta,10,5,0.500000000000
2021-08-23,Argentina,21C.Epsilon,10,0,0.000000000000
2021-08-23,Argentina,21D.Eta,10,0,0.000000000000
2021-08-23,Argentina,21F.Iota,10,0,0.000000000000
2021-08-23,Argentina,21G.Lambda,10,3,0.300000000000
2021-08-23,Aruba,20H.Beta.V2,215,0,0.000000000000
2021-08-23,Aruba,20I.Alpha.V1,215,0,0.000000000000
2021-08-23,Aruba,20J.Gamma.V3,215,0,0.000000000000
2021-08-23,Aruba,21A.Delta,215,211,0.981395348837
2021-08-23,Aruba,21C.Epsilon,215,0,0.000000000000
2021-08-23,Aruba,21F.Iota,215,0,0.000000000000
2021-08-23,Aruba,21G.Lambda,215,0,0.000000000000
2021-08-23,Australia,20H.Beta.V2,1267,0,0.000000000000
2021-08-23,Australia,20I.Alpha.V1,1267,1,0.000789265982
2021-08-23,Australia,20J.Gamma.V3,1267,0,0.000000000000
2021-08-23,Australia,21A.Delta,1267,1265,0.998421468034
2021-08-23,Australia,21B.Kappa,1267,0,0.000000000000
2021-08-23,Australia,21C.Epsilon,1267,0,0.000000000000
2021-08-23,Australia,21D.Eta,1267,0,0.000000000000
2021-08-23,Australia,21F.Iota,1267,0,0.000000000000
2021-08-23,Australia,21G.Lambda,1267,0,0.000000000000
2021-08-23,Austria,20H.Beta.V2,305,0,0.000000000000
2021-08-23,Austria,20I.Alpha.V1,305,0,0.000000000000
2021-08-23,Austria,20J.Gamma.V3,305,0,0.000000000000
2021-08-23,Austria,21A.Delta,305,304,0.996721311475
2021-08-23,Austria,21B.Kappa,305,0,0.000000000000
2021-08-23,Austria,21D.Eta,305,0,0.000000000000
2021-08-23,Austria,21F.Iota,305,0,0.000000000000
2021-08-23,Bahrain,20H.Beta.V2,54,0,0.000000000000
2021-08-23,Bahrain,20J.Gamma.V3,54,0,0.000000000000
2021-08-23,Bahrain,21A.Delta,54,0,0.000000000000
2021-08-23,Bahrain,21B.Kappa,54,0,0.000000000000
2021-08-23,Bangladesh,20H.Beta.V2,52,0,0.000000000000
2021-08-23,Bangladesh,20I.Alpha.V1,52,0,0.000000000000
2021-08-23,Bangladesh,20J.Gamma.V3,52,0,0.000000000000
2021-08-23,Bangladesh,21A.Delta,52,52,1.000000000000
2021-08-23,Bangladesh,21D.Eta,52,0,0.000000000000
2021-08-23,Belgium,20H.Beta.V2,1554,0,0.000000000000
2021-08-23,Belgium,20I.Alpha.V1,1554,4,0.002574002574
2021-08-23,Belgium,20J.Gamma.V3,1554,1,0.000643500643
2021-08-23,Belgium,21A.Delta,1554,1545,0.994208494208
2021-08-23,Belgium,21B.Kappa,1554,0,0.000000000000
2021-08-23,Belgium,21C.Epsilon,1554,0,0.000000000000
2021-08-23,Belgium,21D.Eta,1554,0,0.000000000000
2021-08-23,Belgium,21F.Iota,1554,0,0.000000000000
2021-08-23,Belgium,21G.Lambda,1554,0,0.000000000000
2021-08-23,Botswana,20H.Beta.V2,57,0,0.000000000000
2021-08-23,Botswana,21A.Delta,57,57,1.000000000000
2021-08-23,Brazil,20H.Beta.V2,1296,0,0.000000000000
2021-08-23,Brazil,20I.Alpha.V1,1296,0,0.000000000000
2021-08-23,Brazil,20J.Gamma.V3,1296,319,0.246141975308
2021-08-23,Brazil,21A.Delta,1296,968,0.746913580246
2021-08-23,Brazil,21D.Eta,1296,0,0.000000000000
