tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2020-09-28,Angola,20H.Beta.V2,7,5,0.714285714285
2020-09-28,Angola,20I.Alpha.V1,7,0,0.000000000000
2020-09-28,Angola,20J.Gamma.V3,7,0,0.000000000000
2020-09-28,Angola,21A.Delta,7,0,0.000000000000
2020-09-28,Angola,21B.Kappa,7,0,0.000000000000
2020-09-28,Angola,21D.Eta,7,0,0.000000000000
2020-09-28,Argentina,20H.Beta.V2,20,0,0.000000000000
2020-09-28,Argentina,20I.Alpha.V1,20,0,0.000000000000
2020-09-28,Argentina,20J.Gamma.V3,20,0,0.000000000000
2020-09-28,Argentina,21A.Delta,20,0,0.000000000000
2020-09-28,Argentina,21C.Epsilon,20,0,0.000000000000
2020-09-28,Argentina,21D.Eta,20,0,0.000000000000
2020-09-28,Argentina,21F.Iota,20,0,0.000000000000
2020-09-28,Argentina,21G.Lambda,20,0,0.000000000000
2020-09-28,Australia,20H.Beta.V2,107,0,0.000000000000
2020-09-28,Australia,20I.Alpha.V1,107,0,0.000000000000
2020-09-28,Australia,20J.Gamma.V3,107,0,0.000000000000
2020-09-28,Australia,21A.Delta,107,0,0.000000000000
2020-09-28,Australia,21B.Kappa,107,0,0.000000000000
2020-09-28,Australia,21C.Epsilon,107,0,0.000000000000
2020-09-28,Australia,21D.Eta,107,0,0.000000000000
2020-09-28,Australia,21F.Iota,107,0,0.000000000000
2020-09-28,Australia,21G.Lambda,107,0,0.000000000000
2020-09-28,Austria,20H.Beta.V2,16,0,0.000000000000
2020-09-28,Austria,20I.Alpha.V1,16,0,0.000000000000
2020-09-28,Austria,20J.Gamma.V3,16,0,0.000000000000
2020-09-28,Austria,21A.Delta,16,0,0.000000000000
2020-09-28,Austria,21B.Kappa,16,0,0.000000000000
2020-09-28,Austria,21D.Eta,16,0,0.000000000000
2020-09-28,Austria,21F.Iota,16,0,0.000000000000
2020-09-28,Bahrain,20H.Beta.V2,1,0,0.000000000000
2020-09-28,Bahrain,20I.Alpha.V1,1,0,0.000000000000
2020-09-28,Bahrain,20J.Gamma.V3,1,0,0.000000000000
2020-09-28,Bahrain,21A.Delta,1,0,0.000000000000
2020-09-28,Bahrain,21B.Kappa,1,0,0.000000000000
2020-09-28,Bahrain,21D.Eta,12,0,0.000000000000
2020-09-28,Bangladesh,20H.Beta.V2,4,0,0.000000000000
2020-09-28,Bangladesh,20I.Alpha.V1,4,0,0.000000000000
2020-09-28,Bangladesh,20J.Gamma.V3,4,0,0.000000000000
2020-09-28,Bangladesh,21A.Delta,4,0,0.000000000000
2020-09-28,Bangladesh,21D.Eta,4,0,0.000000000000
2020-09-28,Belgium,20H.Beta.V2,89,0,0.000000000000
2020-09-28,Belgium,20I.Alpha.V1,89,0,0.000000000000
2020-09-28,Belgium,20J.Gamma.V3,89,0,0.000000000000
2020-09-28,Belgium,21A.Delta,89,0,0.000000000000
2020-09-28,Belgium,21B.Kappa,89,0,0.000000000000
2020-09-28,Belgium,21C.Epsilon,89,0,0.000000000000
2020-09-28,Belgium,21D.Eta,89,0,0.000000000000
2020-09-28,Belgium,21F.Iota,89,0,0.000000000000
2020-09-28,Belgium,21G.Lambda,89,0,0.000000000000
2020-09-28,Botswana,20H.Beta.V2,4,0,0.000000000000
2020-09-28,Botswana,20I.Alpha.V1,6,0,0.000000000000
2020-09-28,Botswana,21A.Delta,4,0,0.000000000000
2020-09-28,Brazil,20H.Beta.V2,90,0,0.000000000000
2020-09-28,Brazil,20I.Alpha.V1,90,0,0.000000000000
2020-09-28,Brazil,20J.Gamma.V3,90,0,0.000000000000
2020-09-28,Brazil,21A.Delta,90,0,0.000000000000
2020-09-28,Brazil,21D.Eta,90,0,0.000000000000
2020-09-28,Brazil,21G.Lambda,90,0,0.000000000000
2020-09-28,Bulgaria,20H.Beta.V2,1,0,0.000000000000
2020-09-28,Bulgaria,20I.Alpha.V1,1,0,0.000000000000
2020-09-28,Bulgaria,21A.Delta,1,0,0.000000000000
2020-09-28,Canada,20H.Beta.V2,361,0,0.000000000000
2020-09-28,Canada,20I.Alpha.V1,361,0,0.000000000000
2020-09-28,Canada,20J.Gamma.V3,361,0,0.000000000000
2020-09-28,Canada,21A.Delta,361,0,0.000000000000
2020-09-28,Canada,21B.Kappa,361,0,0.000000000000
2020-09-28,Canada,21C.Epsilon,361,0,0.000000000000
2020-09-28,Canada,21D.Eta,361,0,0.000000000000
2020-09-28,Canada,21F.Iota,361,0,0.000000000000
2020-09-28,Canada,21G.Lambda,361,0,0.000000000000
2020-09-28,Chile,20H.Beta.V2,24,0,0.000000000000
2020-09-28,Chile,20I.Alpha.V1,24,0,0.000000000000
2020-09-28,Chile,20J.Gamma.V3,24,0,0.000000000000
2020-09-28,Chile,21A.Delta,24,0,0.000000000000
2020-09-28,Chile,21C.Epsilon,24,0,0.000000000000
2020-09-28,Chile,21F.Iota,24,0,0.000000000000
2020-09-28,Chile,21G.Lambda,24,0,0.000000000000
2020-09-28,Colombia,20I.Alpha.V1,3,0,0.000000000000
2020-09-28,Colombia,20J.Gamma.V3,3,0,0.000000000000
2020-09-28,Colombia,21A.Delta,3,0,0.000000000000
2020-09-28,Colombia,21C.Epsilon,3,0,0.000000000000
2020-09-28,Colombia,21F.Iota,3,0,0.000000000000
2020-09-28,Colombia,21G.Lambda,3,0,0.000000000000
2020-09-28,Costa Rica,20H.Beta.V2,3,0,0.000000000000
2020-09-28,Costa Rica,20I.Alpha.V1,3,0,0.000000000000
2020-09-28,Costa Rica,20J.Gamma.V3,3,0,0.000000000000
2020-09-28,Costa Rica,21A.Delta,3,0,0.000000000000
2020-09-28,Costa Rica,21C.Epsilon,3,0,0.000000000000
2020-09-28,Costa Rica,21D.Eta,3,0,0.000000000000
2020-09-28,Costa Rica,21F.Iota,3,0,0.000000000000
2020-09-28,Costa Rica,21G.Lambda,3,0,0.000000000000
2020-09-28,Croatia,20H.Beta.V2,3,0,0.000000000000
2020-09-28,Croatia,20I.Alpha.V1,3,0,0.000000000000
2020-09-28,Croatia,20J.Gamma.V3,3,0,0.000000000000
2020-09-28,Croatia,21A.Delta,3,0,0.000000000000
2020-09-28,Croatia,21F.Iota,3,0,0.000000000000
2020-09-28,Czech Republic,20H.Beta.V2,16,0,0.000000000000
2020-09-28,Czech Republic,20I.Alpha.V1,16,0,0.000000000000
2020-09-28,Czech Republic,20J.Gamma.V3,16,0,0.000000000000
2020-09-28,Czech Republic,21A.Delta,16,0,0.000000000000
2020-09-28,Czech Republic,21B.Kappa,16,0,0.000000000000
2020-09-28,Czech Republic,21D.Eta,16,0,0.000000000000
2020-09-28,Denmark,20H.Beta.V2,684,0,0.000000000000
2020-09-28,Denmark,20I.Alpha.V1,684,0,0.000000000000
2020-09-28,Denmark,20J.Gamma.V3,684,0,0.000000000000
2020-09-28,Denmark,21A.Delta,684,0,0.000000000000
2020-09-28,Denmark,21B.Kappa,684,0,0.000000000000
2020-09-28,Denmark,21C.Epsilon,684,0,0.000000000000
2020-09-28,Denmark,21D.Eta,684,0,0.000000000000
2020-09-28,Denmark,21F.Iota,684,0,0.000000000000
2020-09-28,Denmark,21G.Lambda,684,0,0.000000000000
2020-09-28,Ecuador,20I.Alpha.V1,3,0,0.000000000000
2020-09-28,Ecuador,20J.Gamma.V3,3,0,0.000000000000
2020-09-28,Ecuador,21A.Delta,3,0,0.000000000000
2020-09-28,Ecuador,21F.Iota,3,0,0.000000000000
2020-09-28,Ecuador,21G.Lambda,3,0,0.000000000000
2020-09-28,Egypt,20I.Alpha.V1,8,0,0.000000000000
2020-09-28,Egypt,21A.Delta,8,0,0.000000000000
2020-09-28,Estonia,20H.Beta.V2,49,0,0.000000000000
2020-09-28,Estonia,20I.Alpha.V1,49,0,0.000000000000
2020-09-28,Estonia,21A.Delta,49,0,0.000000000000
2020-09-28,Estonia,21D.Eta,49,0,0.000000000000
2020-09-28,Finland,20H.Beta.V2,75,0,0.000000000000
2020-09-28,Finland,20I.Alpha.V1,75,0,0.000000000000
2020-09-28,Finland,20J.Gamma.V3,75,0,0.000000000000
2020-09-28,Finland,21A.Delta,75,0,0.000000000000
2020-09-28,Finland,21B.Kappa,75,0,0.000000000000
2020-09-28,Finland,21C.Epsilon,75,0,0.000000000000
2020-09-28,Finland,21D.Eta,75,0,0.000000000000
2020-09-28,France,20H.Beta.V2,226,0,0.000000000000
2020-09-28,France,20I.Alpha.V1,226,0,0.000000000000
2020-09-28,France,20J.Gamma.V3,226,0,0.000000000000
2020-09-28,France,21A.Delta,226,0,0.000000000000
2020-09-28,France,21B.Kappa,226,0,0.000000000000
2020-09-28,France,21C.Epsilon,226,0,0.000000000000
2020-09-28,France,21D.Eta,226,0,0.000000000000
2020-09-28,France,21F.Iota,226,0,0.000000000000
2020-09-28,France,21G.Lambda,226,0,0.000000000000
2020-09-28,Germany,20H.Beta.V2,161,0,0.000000000000
2020-09-28,Germany,20I.Alpha.V1,161,0,0.000000000000
2020-09-28,Germany,20J.Gamma.V3,161,0,0.000000000000
2020-09-28,Germany,21A.Delta,161,0,0.000000000000
2020-09-28,Germany,21B.Kappa,161,0,0.000000000000
2020-09-28,Germany,21C.Epsilon,161,0,0.000000000000
2020-09-28,Germany,21D.Eta,161,0,0.000000000000
2020-09-28,Germany,21F.Iota,161,0,0.000000000000
2020-09-28,Germany,21G.Lambda,161,0,0.000000000000
2020-09-28,Ghana,20H.Beta.V2,0,0,0.000000000000
2020-09-28,Ghana,20I.Alpha.V1,0,0,0.000000000000
2020-09-28,Ghana,21A.Delta,0,0,0.000000000000
2020-09-28,Ghana,21B.Kappa,0,0,0.000000000000
2020-09-28,Ghana,21D.Eta,0,0,0.000000000000
2020-09-28,Ghana,21F.Iota,0,0,0.000000000000
2020-09-28,Greece,20H.Beta.V2,17,0,0.000000000000
2020-09-28,Greece,20I.Alpha.V1,17,0,0.000000000000
2020-09-28,Greece,20J.Gamma.V3,17,0,0.000000000000
2020-09-28,Greece,21A.Delta,17,0,0.000000000000
2020-09-28,Greece,21B.Kappa,17,0,0.000000000000
2020-09-28,Greece,21D.Eta,17,0,0.000000000000
2020-09-28,Iceland,20H.Beta.V2,256,0,0.000000000000
2020-09-28,Iceland,20I.Alpha.V1,256,0,0.000000000000
2020-09-28,Iceland,20J.Gamma.V3,256,0,0.000000000000
2020-09-28,Iceland,21A.Delta,256,0,0.000000000000
2020-09-28,Iceland,21D.Eta,256,0,0.000000000000
2020-09-28,Iceland,21F.Iota,256,0,0.000000000000
2020-09-28,India,20H.Beta.V2,177,0,0.000000000000
2020-09-28,India,20I.Alpha.V1,177,0,0.000000000000
2020-09-28,India,20J.Gamma.V3,177,0,0.000000000000
2020-09-28,India,21A.Delta,177,0,0.000000000000
2020-09-28,India,21B.Kappa,177,0,0.000000000000
2020-09-28,India,21C.Epsilon,177,0,0.000000000000
2020-09-28,India,21D.Eta,177,0,0.000000000000
2020-09-28,India,21F.Iota,177,0,0.000000000000
2020-09-28,Indonesia,20H.Beta.V2,12,0,0.000000000000
2020-09-28,Indonesia,20I.Alpha.V1,12,0,0.000000000000
2020-09-28,Indonesia,21A.Delta,12,0,0.000000000000
2020-09-28,Indonesia,21B.Kappa,12,0,0.000000000000
2020-09-28,Indonesia,21D.Eta,12,0,0.000000000000
2020-09-28,Ireland,20H.Beta.V2,36,0,0.000000000000
2020-09-28,Ireland,20I.Alpha.V1,36,0,0.000000000000
2020-09-28,Ireland,20J.Gamma.V3,36,0,0.000000000000
2020-09-28,Ireland,21A.Delta,36,0,0.000000000000
2020-09-28,Ireland,21B.Kappa,36,0,0.000000000000
2020-09-28,Ireland,21C.Epsilon,36,0,0.000000000000
2020-09-28,Ireland,21D.Eta,36,0,0.000000000000
2020-09-28,Ireland,21F.Iota,36,0,0.000000000000
2020-09-28,Ireland,21G.Lambda,36,0,0.000000000000
2020-09-28,Italy,20H.Beta.V2,64,0,0.000000000000
2020-09-28,Italy,20I.Alpha.V1,64,0,0.000000000000
2020-09-28,Italy,20J.Gamma.V3,64,0,0.000000000000
2020-09-28,Italy,21A.Delta,64,0,0.000000000000
2020-09-28,Italy,21B.Kappa,64,0,0.000000000000
2020-09-28,Italy,21C.Epsilon,64,0,0.000000000000
2020-09-28,Italy,21D.Eta,64,0,0.000000000000
2020-09-28,Italy,21F.Iota,64,0,0.000000000000
2020-09-28,Italy,21G.Lambda,64,0,0.000000000000
2020-09-28,Japan,20H.Beta.V2,253,0,0.000000000000
2020-09-28,Japan,20I.Alpha.V1,253,0,0.000000000000
2020-09-28,Japan,20J.Gamma.V3,253,0,0.000000000000
2020-09-28,Japan,21A.Delta,253,0,0.000000000000
2020-09-28,Japan,21B.Kappa,253,0,0.000000000000
2020-09-28,Japan,21C.Epsilon,253,0,0.000000000000
2020-09-28,Japan,21D.Eta,253,0,0.000000000000
2020-09-28,Japan,21F.Iota,253,0,0.000000000000
2020-09-28,Japan,21G.Lambda,253,0,0.000000000000
2020-09-28,Kenya,20H.Beta.V2,6,0,0.000000000000
2020-09-28,Kenya,20I.Alpha.V1,6,0,0.000000000000
2020-09-28,Kenya,21A.Delta,6,0,0.000000000000
2020-09-28,Kenya,21B.Kappa,6,0,0.000000000000
2020-09-28,Kenya,21D.Eta,6,0,0.000000000000
2020-09-28,Latvia,20H.Beta.V2,72,0,0.000000000000
2020-09-28,Latvia,20I.Alpha.V1,72,0,0.000000000000
2020-09-28,Latvia,20J.Gamma.V3,72,0,0.000000000000
2020-09-28,Latvia,21A.Delta,72,0,0.000000000000
2020-09-28,Latvia,21D.Eta,72,0,0.000000000000
2020-09-28,Lebanon,20I.Alpha.V1,0,0,0.000000000000
2020-09-28,Lebanon,21A.Delta,0,0,0.000000000000
2020-09-28,Lithuania,20H.Beta.V2,3,0,0.000000000000
2020-09-28,Lithuania,20I.Alpha.V1,3,0,0.000000000000
2020-09-28,Lithuania,20J.Gamma.V3,3,0,0.000000000000
2020-09-28,Lithuania,21A.Delta,3,0,0.000000000000
2020-09-28,Lithuania,21D.Eta,3,0,0.000000000000
2020-09-28,Lithuania,21F.Iota,3,0,0.000000000000
2020-09-28,Luxembourg,20H.Beta.V2,10,0,0.000000000000
2020-09-28,Luxembourg,20I.Alpha.V1,10,0,0.000000000000
2020-09-28,Luxembourg,20J.Gamma.V3,10,0,0.000000000000
2020-09-28,Luxembourg,21A.Delta,10,0,0.000000000000
2020-09-28,Luxembourg,21B.Kappa,10,0,0.000000000000
2020-09-28,Luxembourg,21C.Epsilon,10,0,0.000000000000
2020-09-28,Luxembourg,21D.Eta,10,0,0.000000000000
2020-09-28,Malaysia,20H.Beta.V2,4,0,0.000000000000
2020-09-28,Malaysia,20I.Alpha.V1,4,0,0.000000000000
2020-09-28,Malaysia,21A.Delta,4,0,0.000000000000
2020-09-28,Malaysia,21B.Kappa,4,0,0.000000000000
2020-09-28,Malaysia,21D.Eta,4,0,0.000000000000
2020-09-28,Mexico,20H.Beta.V2,31,0,0.000000000000
2020-09-28,Mexico,20I.Alpha.V1,31,0,0.000000000000
2020-09-28,Mexico,20J.Gamma.V3,31,0,0.000000000000
2020-09-28,Mexico,21A.Delta,31,0,0.000000000000
2020-09-28,Mexico,21B.Kappa,31,0,0.000000000000
2020-09-28,Mexico,21C.Epsilon,31,0,0.000000000000
2020-09-28,Mexico,21F.Iota,31,0,0.000000000000
2020-09-28,Mexico,21G.Lambda,31,0,0.000000000000
