tDate,Country,Variant,total_sequences,cluster_sequences,proportion
2021-03-15,Angola,20H.Beta.V2,65,45,0.692307692307
2021-03-15,Angola,20I.Alpha.V1,65,5,0.076923076923
2021-03-15,Angola,20J.Gamma.V3,65,0,0.000000000000
2021-03-15,Angola,21A.Delta,65,0,0.000000000000
2021-03-15,Angola,21B.Kappa,65,0,0.000000000000
2021-03-15,Angola,21D.Eta,65,0,0.000000000000
2021-03-15,Argentina,20H.Beta.V2,57,0,0.000000000000
2021-03-15,Argentina,20I.Alpha.V1,57,7,0.122807017543
2021-03-15,Argentina,20J.Gamma.V3,57,8,0.140350877192
2021-03-15,Argentina,21A.Delta,57,0,0.000000000000
2021-03-15,Argentina,21C.Epsilon,57,1,0.017543859649
2021-03-15,Argentina,21D.Eta,57,0,0.000000000000
2021-03-15,Argentina,21F.Iota,57,0,0.000000000000
2021-03-15,Argentina,21G.Lambda,57,2,0.035087719298
2021-03-15,Aruba,20H.Beta.V2,59,0,0.000000000000
2021-03-15,Aruba,20I.Alpha.V1,59,31,0.525423728813
2021-03-15,Aruba,20J.Gamma.V3,59,0,0.000000000000
2021-03-15,Aruba,21A.Delta,59,6,0.101694915254
2021-03-15,Aruba,21C.Epsilon,59,7,0.118644067796
2021-03-15,Aruba,21F.Iota,59,4,0.067796610169
2021-03-15,Aruba,21G.Lambda,59,0,0.000000000000
2021-03-15,Australia,20H.Beta.V2,53,3,0.056603773584
2021-03-15,Australia,20I.Alpha.V1,53,26,0.490566037735
2021-03-15,Australia,20J.Gamma.V3,53,0,0.000000000000
2021-03-15,Australia,21A.Delta,53,0,0.000000000000
2021-03-15,Australia,21B.Kappa,53,0,0.000000000000
2021-03-15,Australia,21C.Epsilon,53,0,0.000000000000
2021-03-15,Australia,21D.Eta,53,0,0.000000000000
2021-03-15,Australia,21F.Iota,53,0,0.000000000000
2021-03-15,Australia,21G.Lambda,53,0,0.000000000000
2021-03-15,Austria,20H.Beta.V2,272,14,0.051470588235
2021-03-15,Austria,20I.Alpha.V1,272,217,0.797794117647
2021-03-15,Austria,20J.Gamma.V3,272,0,0.000000000000
2021-03-15,Austria,21A.Delta,272,0,0.000000000000
2021-03-15,Austria,21B.Kappa,272,0,0.000000000000
2021-03-15,Austria,21D.Eta,272,0,0.000000000000
2021-03-15,Austria,21F.Iota,272,0,0.000000000000
2021-03-15,Bahrain,20H.Beta.V2,1,0,0.000000000000
2021-03-15,Bahrain,20I.Alpha.V1,1,1,1.000000000000
2021-03-15,Bahrain,20J.Gamma.V3,1,0,0.000000000000
2021-03-15,Bahrain,21A.Delta,1,0,0.000000000000
2021-03-15,Bahrain,21B.Kappa,1,0,0.000000000000
2021-03-15,Bahrain,21D.Eta,8,0,0.000000000000
2021-03-15,Bangladesh,20H.Beta.V2,50,33,0.660000000000
2021-03-15,Bangladesh,20I.Alpha.V1,50,6,0.120000000000
2021-03-15,Bangladesh,20J.Gamma.V3,50,0,0.000000000000
2021-03-15,Bangladesh,21A.Delta,50,0,0.000000000000
2021-03-15,Bangladesh,21D.Eta,50,2,0.040000000000
2021-03-15,Belgium,20H.Beta.V2,1357,113,0.083271923360
2021-03-15,Belgium,20I.Alpha.V1,1357,974,0.717759764185
2021-03-15,Belgium,20J.Gamma.V3,1357,59,0.043478260869
2021-03-15,Belgium,21A.Delta,1357,0,0.000000000000
2021-03-15,Belgium,21B.Kappa,1357,0,0.000000000000
2021-03-15,Belgium,21C.Epsilon,1357,0,0.000000000000
2021-03-15,Belgium,21D.Eta,1357,6,0.004421518054
2021-03-15,Belgium,21F.Iota,1357,0,0.000000000000
2021-03-15,Belgium,21G.Lambda,1357,0,0.000000000000
2021-03-15,Botswana,20H.Beta.V2,23,22,0.956521739130
2021-03-15,Botswana,20I.Alpha.V1,26,0,0.000000000000
2021-03-15,Botswana,21A.Delta,23,0,0.000000000000
2021-03-15,Brazil,20H.Beta.V2,762,1,0.001312335958
2021-03-15,Brazil,20I.Alpha.V1,762,29,0.038057742782
2021-03-15,Brazil,20J.Gamma.V3,762,638,0.837270341207
2021-03-15,Brazil,21A.Delta,762,0,0.000000000000
2021-03-15,Brazil,21D.Eta,762,0,0.000000000000
2021-03-15,Brazil,21G.Lambda,762,0,0.000000000000
2021-03-15,Bulgaria,20H.Beta.V2,285,0,0.000000000000
2021-03-15,Bulgaria,20I.Alpha.V1,285,278,0.975438596491
2021-03-15,Bulgaria,21A.Delta,285,0,0.000000000000
2021-03-15,Cambodia,20H.Beta.V2,6,0,0.000000000000
2021-03-15,Cambodia,20I.Alpha.V1,6,6,1.000000000000
2021-03-15,Cambodia,21A.Delta,6,0,0.000000000000
2021-03-15,Cambodia,21C.Epsilon,6,0,0.000000000000
2021-03-15,Canada,20H.Beta.V2,2789,16,0.005736823234
2021-03-15,Canada,20I.Alpha.V1,2789,1273,0.456435998565
2021-03-15,Canada,20J.Gamma.V3,2789,183,0.065614915740
2021-03-15,Canada,21A.Delta,2789,0,0.000000000000
2021-03-15,Canada,21B.Kappa,2789,18,0.006453926138
2021-03-15,Canada,21C.Epsilon,2789,33,0.011832197920
2021-03-15,Canada,21D.Eta,2789,87,0.031193976335
2021-03-15,Canada,21F.Iota,2789,0,0.000000000000
2021-03-15,Canada,21G.Lambda,2789,1,0.000358551452
2021-03-15,Chile,20H.Beta.V2,61,0,0.000000000000
2021-03-15,Chile,20I.Alpha.V1,61,5,0.081967213114
2021-03-15,Chile,20J.Gamma.V3,61,11,0.180327868852
2021-03-15,Chile,21A.Delta,61,0,0.000000000000
2021-03-15,Chile,21C.Epsilon,61,1,0.016393442622
2021-03-15,Chile,21F.Iota,61,0,0.000000000000
