tDate,Country,Vaccine,NumberOfVaccinated
2021-02-11,Chile,Pfizer/BioNTech,113000
2021-02-11,Chile,Sinovac,1550008
2021-02-11,Czechia,Moderna,19121
2021-02-11,Czechia,Oxford/AstraZeneca,234
2021-02-11,Czechia,Pfizer/BioNTech,415337
2021-02-11,France,Moderna,102188
2021-02-11,France,Oxford/AstraZeneca,33539
2021-02-11,France,Pfizer/BioNTech,2683518
2021-02-11,Germany,Johnson&Johnson,3
2021-02-11,Germany,Moderna,95179
2021-02-11,Germany,Oxford/AstraZeneca,22928
2021-02-11,Germany,Pfizer/BioNTech,3836018
2021-02-11,Iceland,Johnson&Johnson,0
2021-02-11,Iceland,Moderna,1990
2021-02-11,Iceland,Oxford/AstraZeneca,1210
2021-02-11,Iceland,Pfizer/BioNTech,16492
2021-02-11,Italy,Moderna,42002
2021-02-11,Italy,Oxford/AstraZeneca,2943
2021-02-11,Italy,Pfizer/BioNTech,2861330
2021-02-11,Latvia,Moderna,2317
2021-02-11,Latvia,Oxford/AstraZeneca,1531
2021-02-11,Latvia,Pfizer/BioNTech,31492
2021-02-11,Lithuania,Moderna,5124
2021-02-11,Lithuania,Oxford/AstraZeneca,5532
2021-02-11,Lithuania,Pfizer/BioNTech,136396
2021-02-11,United States,Moderna,22038088
2021-02-11,United States,Pfizer/BioNTech,24246868
