tDate,Country,Vaccine,NumberOfVaccinated
2022-06-12,Chile,CanSino,0
2022-06-12,Chile,Moderna,0
2022-06-12,Chile,Oxford/AstraZeneca,549666
2022-06-12,Chile,Pfizer/BioNTech,7999252
2022-06-12,Chile,Sinovac,25828973
2022-06-12,Czechia,Moderna,1600128
2022-06-12,Czechia,Novavax,8263
2022-06-12,Czechia,Pfizer/BioNTech,14743828
2022-06-12,France,Johnson&Johnson,1087769
2022-06-12,France,Moderna,23712567
2022-06-12,France,Novavax,22723
2022-06-12,France,Oxford/AstraZeneca,7859750
2022-06-12,France,Pfizer/BioNTech,112295367
2022-06-12,Germany,Johnson&Johnson,3722613
2022-06-12,Germany,Moderna,30613698
2022-06-12,Germany,Novavax,125066
2022-06-12,Germany,Oxford/AstraZeneca,12878245
2022-06-12,Germany,Pfizer/BioNTech,133040609
2022-06-12,Italy,Moderna,34107250
2022-06-12,Italy,Novavax,41860
2022-06-12,Italy,Pfizer/BioNTech,90156974
2022-06-12,Japan,Moderna,64831867
2022-06-12,Japan,Novavax,11431
2022-06-12,Japan,Oxford/AstraZeneca,117415
2022-06-12,Japan,Pfizer/BioNTech,217870474
2022-06-12,Latvia,Pfizer/BioNTech,1621840
2022-06-12,South Korea,Johnson&Johnson,1543404
2022-06-12,South Korea,Moderna,24709143
2022-06-12,South Korea,Novavax,552578
2022-06-12,South Korea,Oxford/AstraZeneca,20320814
2022-06-12,South Korea,Pfizer/BioNTech,78454056
2022-06-12,Switzerland,Johnson&Johnson,61075
2022-06-12,Switzerland,Moderna,9805791
2022-06-12,Switzerland,Pfizer/BioNTech,5854753
2022-06-12,United States,Johnson&Johnson,18797670
2022-06-12,United States,Moderna,222954084
2022-06-12,United States,Pfizer/BioNTech,348663766
