Date,Country,Vaccine,NumberOfVaccinated
2021-02-06,Chile,Pfizer/BioNTech,70238
2021-02-06,Chile,Sinovac,554062
2021-02-06,Czechia,Moderna,11185
2021-02-06,Czechia,Pfizer/BioNTech,346808
2021-02-06,France,Moderna,67127
2021-02-06,France,Oxford/AstraZeneca,325
2021-02-06,France,Pfizer/BioNTech,2181900
2021-02-06,Germany,Johnson&Johnson,1
2021-02-06,Germany,Moderna,74053
2021-02-06,Germany,Oxford/AstraZeneca,175
2021-02-06,Germany,Pfizer/BioNTech,3287685
2021-02-06,Iceland,Johnson&Johnson,0
2021-02-06,Iceland,Moderna,1264
2021-02-06,Iceland,Oxford/AstraZeneca,2
2021-02-06,Iceland,Pfizer/BioNTech,16490
2021-02-06,Italy,Moderna,29512
2021-02-06,Italy,Pfizer/BioNTech,2554286
2021-02-06,Latvia,Pfizer/BioNTech,30458
2021-02-06,Lithuania,Moderna,4054
2021-02-06,Lithuania,Oxford/AstraZeneca,4
2021-02-06,Lithuania,Pfizer/BioNTech,122122
2021-02-06,United States,Moderna,18336515
2021-02-06,United States,Pfizer/BioNTech,20598212
