tDate,Country,Vaccine,NumberOfVaccinated
2022-04-30,Chile,CanSino,0
2022-04-30,Chile,Moderna,0
2022-04-30,Chile,Oxford/AstraZeneca,549658
2022-04-30,Chile,Pfizer/BioNTech,7956922
2022-04-30,Chile,Sinovac,25720227
2022-04-30,Czechia,Moderna,1593043
2022-04-30,Czechia,Novavax,6566
2022-04-30,Czechia,Pfizer/BioNTech,14675539
2022-04-30,France,Johnson&Johnson,1086910
2022-04-30,France,Moderna,23632644
2022-04-30,France,Oxford/AstraZeneca,7858799
2022-04-30,France,Pfizer/BioNTech,110416739
2022-04-30,Germany,Johnson&Johnson,3719721
2022-04-30,Germany,Moderna,30377908
2022-04-30,Germany,Novavax,110876
2022-04-30,Germany,Oxford/AstraZeneca,12876078
2022-04-30,Germany,Pfizer/BioNTech,131471965
2022-04-30,Italy,Johnson&Johnson,1507507
2022-04-30,Italy,Moderna,33834844
2022-04-30,Italy,Novavax,39718
2022-04-30,Italy,Pfizer/BioNTech,89294632
2022-04-30,Latvia,Johnson&Johnson,293478
2022-04-30,Latvia,Moderna,713097
2022-04-30,Latvia,Pfizer/BioNTech,1616206
2022-04-30,South Korea,Johnson&Johnson,1542963
2022-04-30,South Korea,Moderna,24465204
2022-04-30,South Korea,Novavax,385691
2022-04-30,South Korea,Oxford/AstraZeneca,20318924
2022-04-30,South Korea,Pfizer/BioNTech,76429889
2022-04-30,Switzerland,Johnson&Johnson,60539
2022-04-30,Switzerland,Moderna,9781833
2022-04-30,Switzerland,Pfizer/BioNTech,5824708
2022-04-30,United States,Johnson&Johnson,18703265
2022-04-30,United States,Moderna,216827616
2022-04-30,United States,Pfizer/BioNTech,339679887
