tDate,Country,Vaccine,NumberOfVaccinated
2022-02-26,Chile,CanSino,574239
2022-02-26,Chile,Oxford/AstraZeneca,549083
2022-02-26,Chile,Pfizer/BioNTech,7860521
2022-02-26,Chile,Sinovac,25439365
2022-02-26,Czechia,Johnson&Johnson,412180
2022-02-26,Czechia,Moderna,1572797
2022-02-26,Czechia,Pfizer/BioNTech,14512458
2022-02-26,France,Johnson&Johnson,1084727
2022-02-26,France,Moderna,23427602
2022-02-26,France,Oxford/AstraZeneca,7856620
2022-02-26,France,Pfizer/BioNTech,108376663
2022-02-26,Germany,Johnson&Johnson,3623313
2022-02-26,Germany,Moderna,29138191
2022-02-26,Germany,Oxford/AstraZeneca,12755130
2022-02-26,Germany,Pfizer/BioNTech,124356644
2022-02-26,Italy,Johnson&Johnson,1507216
2022-02-26,Italy,Moderna,33046390
2022-02-26,Italy,Pfizer/BioNTech,87260590
2022-02-26,Latvia,Johnson&Johnson,292455
2022-02-26,Latvia,Moderna,703890
2022-02-26,Latvia,Pfizer/BioNTech,1593217
2022-02-26,South Korea,Johnson&Johnson,1541603
2022-02-26,South Korea,Moderna,23881114
2022-02-26,South Korea,Novavax,60300
2022-02-26,South Korea,Oxford/AstraZeneca,20312236
2022-02-26,South Korea,Pfizer/BioNTech,73108751
2022-02-26,Switzerland,Johnson&Johnson,59450
2022-02-26,Switzerland,Moderna,9729044
2022-02-26,Switzerland,Pfizer/BioNTech,5758464
2022-02-26,United States,Johnson&Johnson,18429439
2022-02-26,United States,Moderna,208170728
2022-02-26,United States,Pfizer/BioNTech,325425139
