tDate,Country,Vaccine,NumberOfVaccinated
2023-02-12,Czechia,Pfizer/BioNTech,15663850
2023-02-12,France,Moderna,24120423
2023-02-12,France,Novavax,38498
2023-02-12,France,Pfizer/BioNTech,121118449
2023-02-12,France,Sanofi/GSK,3411
2023-02-12,Germany,Pfizer/BioNTech,138185788
2023-02-12,Italy,Moderna,34320951
2023-02-12,Italy,Pfizer/BioNTech,95697655
2023-02-12,Japan,Moderna,83226517
2023-02-12,Japan,Novavax,297340
2023-02-12,Japan,Pfizer/BioNTech,297127020
2023-02-12,South Korea,Novavax,257408
2023-02-12,South Korea,Pfizer/BioNTech,52281483
