tDate,Country,Vaccine,NumberOfVaccinated
2023-01-31,Czechia,Johnson&Johnson,414222
2023-01-31,Czechia,Moderna,1641654
2023-01-31,Czechia,Pfizer/BioNTech,15660070
2023-01-31,France,Moderna,24117573
2023-01-31,France,Novavax,38137
2023-01-31,France,Pfizer/BioNTech,121018331
2023-01-31,France,Sanofi/GSK,2850
2023-01-31,Germany,Johnson&Johnson,3761044
2023-01-31,Germany,Moderna,31584831
2023-01-31,Germany,Novavax,159705
2023-01-31,Germany,Pfizer/BioNTech,138178364
2023-01-31,Germany,Valneva,6598
2023-01-31,Italy,Moderna,34314805
2023-01-31,Italy,Novavax,42966
2023-01-31,Italy,Pfizer/BioNTech,95653896
2023-01-31,Japan,Moderna,83144470
2023-01-31,Japan,Novavax,292761
2023-01-31,Japan,Pfizer/BioNTech,295737457
2023-01-31,South Korea,Johnson&Johnson,1516106
2023-01-31,South Korea,Novavax,255715
2023-01-31,South Korea,Pfizer/BioNTech,52288210
2023-01-31,South Korea,SKYCovione,511
