tDate,Country,Vaccine,NumberOfVaccinated
2021-01-14,Chile,Pfizer/BioNTech,18646
2021-01-14,Czechia,Moderna,1226
2021-01-14,Czechia,Pfizer/BioNTech,100341
2021-01-14,France,Moderna,151
2021-01-14,France,Pfizer/BioNTech,343954
2021-01-14,Germany,Johnson&Johnson,0
2021-01-14,Germany,Moderna,7804
2021-01-14,Germany,Oxford/AstraZeneca,8
2021-01-14,Germany,Pfizer/BioNTech,1017047
2021-01-14,Iceland,Johnson&Johnson,0
2021-01-14,Iceland,Moderna,843
2021-01-14,Iceland,Oxford/AstraZeneca,0
2021-01-14,Iceland,Pfizer/BioNTech,4947
2021-01-14,Italy,Moderna,87
2021-01-14,Italy,Pfizer/BioNTech,1024516
2021-01-14,Latvia,Moderna,554
2021-01-14,Latvia,Pfizer/BioNTech,12759
2021-01-14,Lithuania,Moderna,471
2021-01-14,Lithuania,Pfizer/BioNTech,42304
