tDate,Country,Vaccine,NumberOfVaccinated
2021-08-15,Chile,CanSino,509681
2021-08-15,Chile,Oxford/AstraZeneca,472116
2021-08-15,Chile,Pfizer/BioNTech,6811309
2021-08-15,Chile,Sinovac,18936301
2021-08-15,Czechia,Johnson&Johnson,172991
2021-08-15,Czechia,Moderna,876056
2021-08-15,Czechia,Oxford/AstraZeneca,872156
2021-08-15,Czechia,Pfizer/BioNTech,9051163
2021-08-15,France,Johnson&Johnson,960291
2021-08-15,France,Moderna,8000566
2021-08-15,France,Oxford/AstraZeneca,7756285
2021-08-15,France,Pfizer/BioNTech,64130123
2021-08-15,Germany,Johnson&Johnson,2616243
2021-08-15,Germany,Moderna,9026826
2021-08-15,Germany,Oxford/AstraZeneca,12587274
2021-08-15,Germany,Pfizer/BioNTech,73472493
2021-08-15,Iceland,Johnson&Johnson,53503
2021-08-15,Iceland,Moderna,46448
2021-08-15,Iceland,Oxford/AstraZeneca,115338
2021-08-15,Iceland,Pfizer/BioNTech,272643
2021-08-15,Italy,Johnson&Johnson,1398367
2021-08-15,Italy,Moderna,8150862
2021-08-15,Italy,Oxford/AstraZeneca,11984641
2021-08-15,Italy,Pfizer/BioNTech,52305967
2021-08-15,Latvia,Johnson&Johnson,108361
2021-08-15,Latvia,Moderna,225922
2021-08-15,Latvia,Oxford/AstraZeneca,293929
2021-08-15,Latvia,Pfizer/BioNTech,798253
2021-08-15,Lithuania,Johnson&Johnson,279730
2021-08-15,Lithuania,Moderna,233815
2021-08-15,Lithuania,Oxford/AstraZeneca,526258
2021-08-15,Lithuania,Pfizer/BioNTech,1880028
2021-08-15,South Korea,Johnson&Johnson,1129784
2021-08-15,South Korea,Moderna,1008298
2021-08-15,South Korea,Oxford/AstraZeneca,13998562
2021-08-15,South Korea,Pfizer/BioNTech,14869043
2021-08-15,Switzerland,Moderna,6161966
2021-08-15,Switzerland,Pfizer/BioNTech,3099748
2021-08-15,United States,Johnson&Johnson,13892386
2021-08-15,United States,Moderna,141656626
2021-08-15,United States,Pfizer/BioNTech,200551649
