tDate,Country,Vaccine,NumberOfVaccinated
2021-01-19,Austria,Johnson&Johnson,0
2021-01-19,Austria,Moderna,298
2021-01-19,Austria,Oxford/AstraZeneca,0
2021-01-19,Austria,Pfizer/BioNTech,212066
2021-01-19,Belgium,Moderna,4421
2021-01-19,Belgium,Pfizer/BioNTech,243660
2021-01-19,Chile,Pfizer/BioNTech,52559
2021-01-19,Czechia,Moderna,3350
2021-01-19,Czechia,Pfizer/BioNTech,148231
2021-01-19,Denmark,Moderna,2691
2021-01-19,Denmark,Pfizer/BioNTech,204759
2021-01-19,Estonia,Moderna,5
2021-01-19,Estonia,Pfizer/BioNTech,5310
2021-01-19,Finland,Johnson&Johnson,0
2021-01-19,Finland,Moderna,1163
2021-01-19,Finland,Oxford/AstraZeneca,277
2021-01-19,Finland,Pfizer/BioNTech,117544
2021-01-19,France,Moderna,7983
2021-01-19,France,Pfizer/BioNTech,647265
2021-01-19,Germany,Johnson&Johnson,0
2021-01-19,Germany,Moderna,29041
2021-01-19,Germany,Oxford/AstraZeneca,24
2021-01-19,Germany,Pfizer/BioNTech,1405682
2021-01-19,Hungary,Moderna,3133
2021-01-19,Hungary,Pfizer/BioNTech,153541
2021-01-19,Iceland,Johnson&Johnson,0
2021-01-19,Iceland,Moderna,1263
2021-01-19,Iceland,Oxford/AstraZeneca,0
2021-01-19,Iceland,Pfizer/BioNTech,6073
2021-01-19,Ireland,Moderna,1918
2021-01-19,Ireland,Oxford/AstraZeneca,0
2021-01-19,Ireland,Pfizer/BioNTech,145030
2021-01-19,Italy,Moderna,5732
2021-01-19,Italy,Pfizer/BioNTech,1287102
2021-01-19,Latvia,Moderna,1150
2021-01-19,Latvia,Pfizer/BioNTech,16547
2021-01-19,Lithuania,Moderna,2076
2021-01-19,Lithuania,Pfizer/BioNTech,61082
2021-01-19,Luxembourg,Moderna,371
2021-01-19,Luxembourg,Pfizer/BioNTech,7343
2021-01-19,Netherlands,Johnson&Johnson,0
2021-01-19,Netherlands,Moderna,2572
2021-01-19,Netherlands,Oxford/AstraZeneca,0
2021-01-19,Netherlands,Pfizer/BioNTech,164169
2021-01-19,Poland,Johnson&Johnson,0
2021-01-19,Poland,Moderna,4
2021-01-19,Poland,Oxford/AstraZeneca,4
2021-01-19,Poland,Pfizer/BioNTech,730735
2021-01-19,Portugal,Moderna,2977
2021-01-19,Portugal,Oxford/AstraZeneca,12
2021-01-19,Portugal,Pfizer/BioNTech,285250
2021-01-19,Slovakia,Moderna,0
2021-01-19,Slovakia,Oxford/AstraZeneca,0
2021-01-19,Slovakia,Pfizer/BioNTech,102183
2021-01-19,Slovenia,Moderna,514
2021-01-19,Slovenia,Pfizer/BioNTech,63662
2021-01-19,Spain,Johnson&Johnson,0
2021-01-19,Spain,Moderna,25604
2021-01-19,Spain,Oxford/AstraZeneca,0
2021-01-19,Spain,Pfizer/BioNTech,1240305
2021-01-19,Sweden,Moderna,5353
2021-01-19,Sweden,Pfizer/BioNTech,236029
2021-01-19,United States,Moderna,6828561
2021-01-19,United States,Pfizer/BioNTech,8874811
