Date,Country,Vaccine,NumberOfVaccinated
2021-02-24,Chile,Pfizer/BioNTech,178870
2021-02-24,Chile,Sinovac,3018359
2021-02-24,Czechia,Moderna,35654
2021-02-24,Czechia,Oxford/AstraZeneca,17078
2021-02-24,Czechia,Pfizer/BioNTech,561646
2021-02-24,France,Moderna,186903
2021-02-24,France,Oxford/AstraZeneca,150414
2021-02-24,France,Pfizer/BioNTech,3885345
2021-02-24,Germany,Johnson&Johnson,18
2021-02-24,Germany,Moderna,179250
2021-02-24,Germany,Oxford/AstraZeneca,288488
2021-02-24,Germany,Pfizer/BioNTech,5228751
2021-02-24,Iceland,Johnson&Johnson,0
2021-02-24,Iceland,Moderna,3904
2021-02-24,Iceland,Oxford/AstraZeneca,3731
2021-02-24,Iceland,Pfizer/BioNTech,23923
2021-02-24,Italy,Moderna,113721
2021-02-24,Italy,Oxford/AstraZeneca,191325
2021-02-24,Italy,Pfizer/BioNTech,3616325
2021-02-24,Latvia,Moderna,4317
2021-02-24,Latvia,Oxford/AstraZeneca,18171
2021-02-24,Latvia,Pfizer/BioNTech,32263
2021-02-24,Lithuania,Moderna,10082
2021-02-24,Lithuania,Oxford/AstraZeneca,21989
2021-02-24,Lithuania,Pfizer/BioNTech,184897
2021-02-24,Switzerland,Moderna,334719
2021-02-24,Switzerland,Pfizer/BioNTech,410256
2021-02-24,United States,Moderna,32194245
2021-02-24,United States,Pfizer/BioNTech,34159027
