tDate,Country,Vaccine,NumberOfVaccinated
2022-06-04,Chile,CanSino,0
2022-06-04,Chile,Moderna,0
2022-06-04,Chile,Oxford/AstraZeneca,549670
2022-06-04,Chile,Pfizer/BioNTech,7991441
2022-06-04,Chile,Sinovac,25816482
2022-06-04,Czechia,Johnson&Johnson,412988
2022-06-04,Czechia,Moderna,1599282
2022-06-04,Czechia,Novavax,8051
2022-06-04,Czechia,Pfizer/BioNTech,14735715
2022-06-04,France,Johnson&Johnson,1087606
2022-06-04,France,Moderna,23700528
2022-06-04,France,Novavax,21672
2022-06-04,France,Oxford/AstraZeneca,7859571
2022-06-04,France,Pfizer/BioNTech,112054991
2022-06-04,Germany,Johnson&Johnson,3722470
2022-06-04,Germany,Moderna,30591814
2022-06-04,Germany,Novavax,123301
2022-06-04,Germany,Oxford/AstraZeneca,12878031
2022-06-04,Germany,Pfizer/BioNTech,132881231
2022-06-04,Italy,Moderna,34078680
2022-06-04,Italy,Novavax,41627
2022-06-04,Italy,Pfizer/BioNTech,90057519
2022-06-04,Japan,Moderna,31942929
2022-06-04,Japan,Novavax,2879
2022-06-04,Japan,Oxford/AstraZeneca,117333
2022-06-04,Japan,Pfizer/BioNTech,45603143
2022-06-04,Latvia,Johnson&Johnson,293697
2022-06-04,Latvia,Moderna,714665
2022-06-04,Latvia,Pfizer/BioNTech,1621126
2022-06-04,South Korea,Johnson&Johnson,1543359
2022-06-04,South Korea,Moderna,24696394
2022-06-04,South Korea,Novavax,539596
2022-06-04,South Korea,Oxford/AstraZeneca,20320526
2022-06-04,South Korea,Pfizer/BioNTech,78368206
2022-06-04,Switzerland,Johnson&Johnson,60993
2022-06-04,Switzerland,Moderna,9802330
2022-06-04,Switzerland,Pfizer/BioNTech,5849451
2022-06-04,United States,Johnson&Johnson,18789206
2022-06-04,United States,Moderna,222147891
2022-06-04,United States,Pfizer/BioNTech,347357380
