Date,Country,Vaccine,NumberOfVaccinated
2021-10-10,Chile,CanSino,569133
2021-10-10,Chile,Oxford/AstraZeneca,515587
2021-10-10,Chile,Pfizer/BioNTech,7332398
2021-10-10,Chile,Sinovac,21167101
2021-10-10,Czechia,Johnson&Johnson,242291
2021-10-10,Czechia,Moderna,925647
2021-10-10,Czechia,Pfizer/BioNTech,9839751
2021-10-10,France,Johnson&Johnson,1043584
2021-10-10,France,Moderna,10751271
2021-10-10,France,Oxford/AstraZeneca,7791421
2021-10-10,France,Pfizer/BioNTech,76706637
2021-10-10,Germany,Johnson&Johnson,3234754
2021-10-10,Germany,Moderna,9699292
2021-10-10,Germany,Oxford/AstraZeneca,12697664
2021-10-10,Germany,Pfizer/BioNTech,83422171
2021-10-10,Iceland,Johnson&Johnson,53956
2021-10-10,Iceland,Moderna,62604
2021-10-10,Iceland,Oxford/AstraZeneca,115519
2021-10-10,Iceland,Pfizer/BioNTech,328001
2021-10-10,Italy,Johnson&Johnson,1481732
2021-10-10,Italy,Moderna,10926422
2021-10-10,Italy,Oxford/AstraZeneca,12152259
2021-10-10,Italy,Pfizer/BioNTech,61733328
2021-10-10,Latvia,Johnson&Johnson,155260
2021-10-10,Latvia,Moderna,249527
2021-10-10,Latvia,Pfizer/BioNTech,1031725
2021-10-10,South Korea,Johnson&Johnson,1459494
2021-10-10,South Korea,Moderna,8592865
2021-10-10,South Korea,Oxford/AstraZeneca,21762434
2021-10-10,South Korea,Pfizer/BioNTech,37095195
2021-10-10,Switzerland,Johnson&Johnson,2306
2021-10-10,Switzerland,Moderna,7009794
2021-10-10,Switzerland,Pfizer/BioNTech,3652154
