Date,Country,Vaccine,NumberOfVaccinated
2021-04-23,Chile,Pfizer/BioNTech,1942872
2021-04-23,Chile,Sinovac,12146258
2021-04-23,Czechia,Johnson&Johnson,248
2021-04-23,Czechia,Moderna,298954
2021-04-23,Czechia,Oxford/AstraZeneca,350126
2021-04-23,Czechia,Pfizer/BioNTech,2155413
2021-04-23,France,Johnson&Johnson,773
2021-04-23,France,Moderna,1546584
2021-04-23,France,Oxford/AstraZeneca,3722860
2021-04-23,France,Pfizer/BioNTech,14149346
2021-04-23,Germany,Johnson&Johnson,33
2021-04-23,Germany,Moderna,1414329
2021-04-23,Germany,Oxford/AstraZeneca,5419998
2021-04-23,Germany,Pfizer/BioNTech,18188105
2021-04-23,Iceland,Johnson&Johnson,0
2021-04-23,Iceland,Moderna,12472
2021-04-23,Iceland,Oxford/AstraZeneca,24046
2021-04-23,Iceland,Pfizer/BioNTech,77525
2021-04-23,Italy,Johnson&Johnson,858
2021-04-23,Italy,Moderna,1183187
2021-04-23,Italy,Oxford/AstraZeneca,3829642
2021-04-23,Italy,Pfizer/BioNTech,12296452
2021-04-23,Latvia,Moderna,57721
2021-04-23,Latvia,Oxford/AstraZeneca,131676
2021-04-23,Latvia,Pfizer/BioNTech,68877
2021-04-23,Lithuania,Johnson&Johnson,2
2021-04-23,Lithuania,Moderna,72645
2021-04-23,Lithuania,Oxford/AstraZeneca,201912
2021-04-23,Lithuania,Pfizer/BioNTech,603099
2021-04-23,Switzerland,Moderna,1187497
2021-04-23,Switzerland,Pfizer/BioNTech,1231885
2021-04-23,United States,Johnson&Johnson,8040727
2021-04-23,United States,Moderna,97353734
2021-04-23,United States,Pfizer/BioNTech,116754631
