tDate,Country,Vaccine,NumberOfVaccinated
2021-12-02,Chile,CanSino,573155
2021-12-02,Chile,Oxford/AstraZeneca,542491
2021-12-02,Chile,Pfizer/BioNTech,7544769
2021-12-02,Chile,Sinovac,23857979
2021-12-02,Czechia,Johnson&Johnson,392588
2021-12-02,Czechia,Moderna,1110241
2021-12-02,Czechia,Oxford/AstraZeneca,884043
2021-12-02,Czechia,Pfizer/BioNTech,11319385
2021-12-02,France,Johnson&Johnson,1056753
2021-12-02,France,Moderna,11612087
2021-12-02,France,Oxford/AstraZeneca,7806292
2021-12-02,France,Pfizer/BioNTech,86629924
2021-12-02,Germany,Johnson&Johnson,3487193
2021-12-02,Germany,Moderna,11371874
2021-12-02,Germany,Oxford/AstraZeneca,12721779
2021-12-02,Germany,Pfizer/BioNTech,98296997
2021-12-02,Iceland,Johnson&Johnson,54349
2021-12-02,Iceland,Moderna,79237
2021-12-02,Iceland,Oxford/AstraZeneca,115698
2021-12-02,Iceland,Pfizer/BioNTech,418789
2021-12-02,Italy,Johnson&Johnson,1496625
2021-12-02,Italy,Moderna,13246935
2021-12-02,Italy,Oxford/AstraZeneca,12158794
2021-12-02,Italy,Pfizer/BioNTech,70603451
2021-12-02,Latvia,Johnson&Johnson,273443
2021-12-02,Latvia,Moderna,423072
2021-12-02,Latvia,Pfizer/BioNTech,1339317
2021-12-02,South Korea,Johnson&Johnson,1515694
2021-12-02,South Korea,Moderna,13939932
2021-12-02,South Korea,Oxford/AstraZeneca,22156935
2021-12-02,South Korea,Pfizer/BioNTech,48291755
2021-12-02,Switzerland,Johnson&Johnson,40466
2021-12-02,Switzerland,Moderna,7755623
2021-12-02,Switzerland,Pfizer/BioNTech,4254653
2021-12-02,United States,Johnson&Johnson,16720690
2021-12-02,United States,Moderna,177388926
2021-12-02,United States,Pfizer/BioNTech,269856321
