tDate,Country,Vaccine,NumberOfVaccinated
2022-08-02,Chile,Pfizer/BioNTech,8045650
2022-08-02,Chile,Sinovac,25914705
2022-08-02,Czechia,Johnson&Johnson,413357
2022-08-02,Czechia,Moderna,1610508
2022-08-02,Czechia,Novavax,9366
2022-08-02,Czechia,Pfizer/BioNTech,14850257
2022-08-02,France,Johnson&Johnson,1088891
2022-08-02,France,Moderna,23887978
2022-08-02,France,Novavax,29523
2022-08-02,France,Pfizer/BioNTech,115771284
2022-08-02,Germany,Johnson&Johnson,3749273
2022-08-02,Germany,Moderna,31371609
2022-08-02,Germany,Novavax,136173
2022-08-02,Germany,Pfizer/BioNTech,135929245
2022-08-02,Italy,Moderna,34219928
2022-08-02,Italy,Novavax,42669
2022-08-02,Italy,Pfizer/BioNTech,91793808
2022-08-02,Japan,Moderna,69938741
2022-08-02,Japan,Novavax,101066
2022-08-02,Japan,Pfizer/BioNTech,230130978
2022-08-02,South Korea,Johnson&Johnson,1543933
2022-08-02,South Korea,Moderna,24937827
2022-08-02,South Korea,Novavax,692240
2022-08-02,South Korea,Pfizer/BioNTech,79822779
