Date,Country,Vaccine,NumberOfVaccinated
2021-10-14,Chile,CanSino,569685
2021-10-14,Chile,Oxford/AstraZeneca,518570
2021-10-14,Chile,Pfizer/BioNTech,7345925
2021-10-14,Chile,Sinovac,21467564
2021-10-14,Czechia,Johnson&Johnson,247241
2021-10-14,Czechia,Moderna,930036
2021-10-14,Czechia,Oxford/AstraZeneca,882151
2021-10-14,Czechia,Pfizer/BioNTech,9878912
2021-10-14,France,Johnson&Johnson,1046141
2021-10-14,France,Moderna,10894686
2021-10-14,France,Oxford/AstraZeneca,7793688
2021-10-14,France,Pfizer/BioNTech,77276497
2021-10-14,Germany,Johnson&Johnson,3258075
2021-10-14,Germany,Moderna,9723721
2021-10-14,Germany,Oxford/AstraZeneca,12699937
2021-10-14,Germany,Pfizer/BioNTech,84132681
2021-10-14,Iceland,Johnson&Johnson,53984
2021-10-14,Iceland,Moderna,62645
2021-10-14,Iceland,Oxford/AstraZeneca,115519
2021-10-14,Iceland,Pfizer/BioNTech,331454
2021-10-14,Italy,Johnson&Johnson,1486863
2021-10-14,Italy,Moderna,11048763
2021-10-14,Italy,Oxford/AstraZeneca,12154518
2021-10-14,Italy,Pfizer/BioNTech,62500338
2021-10-14,Latvia,Johnson&Johnson,172718
2021-10-14,Latvia,Moderna,252445
2021-10-14,Latvia,Oxford/AstraZeneca,262345
2021-10-14,Latvia,Pfizer/BioNTech,1068715
2021-10-14,South Korea,Johnson&Johnson,1468653
2021-10-14,South Korea,Moderna,9184502
2021-10-14,South Korea,Oxford/AstraZeneca,21877749
2021-10-14,South Korea,Pfizer/BioNTech,38394730
2021-10-14,Switzerland,Johnson&Johnson,7534
2021-10-14,Switzerland,Moderna,7083642
2021-10-14,Switzerland,Pfizer/BioNTech,3693859
2021-10-14,United States,Johnson&Johnson,15250730
2021-10-14,United States,Moderna,153369108
2021-10-14,United States,Pfizer/BioNTech,236409595
