tDate,Country,Vaccine,NumberOfVaccinated
2023-05-11,Czechia,Johnson&Johnson,413971
2023-05-11,Czechia,Pfizer/BioNTech,15670773
2023-05-11,France,Moderna,24131390
2023-05-11,France,Novavax,39711
2023-05-11,France,Pfizer/BioNTech,121318913
2023-05-11,France,Sanofi/GSK,4683
2023-05-11,Italy,Moderna,34340010
2023-05-11,Italy,Pfizer/BioNTech,95786400
2023-05-11,Italy,Sanofi/GSK,161
2023-05-11,South Korea,Johnson&Johnson,1516735
2023-05-11,South Korea,Novavax,263639
2023-05-11,South Korea,Pfizer/BioNTech,52211213
