tDate,Country,Vaccine,NumberOfVaccinated
2021-12-07,Austria,Johnson&Johnson,345187
2021-12-07,Austria,Moderna,1316454
2021-12-07,Austria,Oxford/AstraZeneca,1578256
2021-12-07,Austria,Pfizer/BioNTech,10886088
2021-12-07,Belgium,Johnson&Johnson,409553
2021-12-07,Belgium,Moderna,1583858
2021-12-07,Belgium,Oxford/AstraZeneca,2839396
2021-12-07,Belgium,Pfizer/BioNTech,13129077
2021-12-07,Chile,CanSino,573307
2021-12-07,Chile,Oxford/AstraZeneca,543452
2021-12-07,Chile,Pfizer/BioNTech,7564412
2021-12-07,Chile,Sinovac,23951467
2021-12-07,Czechia,Johnson&Johnson,397719
2021-12-07,Czechia,Moderna,1151289
2021-12-07,Czechia,Oxford/AstraZeneca,884441
2021-12-07,Czechia,Pfizer/BioNTech,11610701
2021-12-07,Denmark,Johnson&Johnson,46651
2021-12-07,Denmark,Moderna,1291017
2021-12-07,Denmark,Oxford/AstraZeneca,154119
2021-12-07,Denmark,Pfizer/BioNTech,8479436
2021-12-07,Finland,Johnson&Johnson,0
2021-12-07,Finland,Moderna,935215
2021-12-07,Finland,Oxford/AstraZeneca,553740
2021-12-07,Finland,Pfizer/BioNTech,6668312
2021-12-07,France,Johnson&Johnson,1058392
2021-12-07,France,Moderna,11970633
2021-12-07,France,Oxford/AstraZeneca,7809718
2021-12-07,France,Pfizer/BioNTech,88896552
2021-12-07,Germany,Johnson&Johnson,3515698
2021-12-07,Germany,Moderna,13104573
2021-12-07,Germany,Oxford/AstraZeneca,12724212
2021-12-07,Germany,Pfizer/BioNTech,100550771
2021-12-07,Iceland,Johnson&Johnson,54403
2021-12-07,Iceland,Moderna,83797
2021-12-07,Iceland,Oxford/AstraZeneca,115706
2021-12-07,Iceland,Pfizer/BioNTech,425613
2021-12-07,Ireland,Moderna,573442
2021-12-07,Ireland,Pfizer/BioNTech,5833794
2021-12-07,Italy,Johnson&Johnson,1498055
2021-12-07,Italy,Moderna,14473428
2021-12-07,Italy,Oxford/AstraZeneca,12159036
2021-12-07,Italy,Pfizer/BioNTech,71720887
2021-12-07,Latvia,Johnson&Johnson,275531
2021-12-07,Latvia,Moderna,450507
2021-12-07,Latvia,Oxford/AstraZeneca,262559
2021-12-07,Latvia,Pfizer/BioNTech,1355409
2021-12-07,Luxembourg,Johnson&Johnson,40205
2021-12-07,Luxembourg,Moderna,92770
2021-12-07,Luxembourg,Oxford/AstraZeneca,105295
2021-12-07,Luxembourg,Pfizer/BioNTech,618468
2021-12-07,Netherlands,Johnson&Johnson,865151
2021-12-07,Netherlands,Moderna,2091312
2021-12-07,Netherlands,Oxford/AstraZeneca,2800766
2021-12-07,Netherlands,Pfizer/BioNTech,18008027
2021-12-07,Poland,Johnson&Johnson,2416492
2021-12-07,Poland,Moderna,3053476
2021-12-07,Poland,Oxford/AstraZeneca,5286100
2021-12-07,Poland,Pfizer/BioNTech,26425587
2021-12-07,Slovakia,Johnson&Johnson,156937
2021-12-07,Slovakia,Moderna,544845
2021-12-07,Slovakia,Pfizer/BioNTech,3811439
2021-12-07,South Korea,Johnson&Johnson,1518643
2021-12-07,South Korea,Moderna,14238707
2021-12-07,South Korea,Oxford/AstraZeneca,22167786
2021-12-07,South Korea,Pfizer/BioNTech,49374095
2021-12-07,Sweden,Moderna,2094178
2021-12-07,Sweden,Oxford/AstraZeneca,1332279
2021-12-07,Sweden,Pfizer/BioNTech,12052217
2021-12-07,Switzerland,Johnson&Johnson,43278
2021-12-07,Switzerland,Moderna,7894568
2021-12-07,Switzerland,Pfizer/BioNTech,4382456
2021-12-07,United States,Johnson&Johnson,16918762
2021-12-07,United States,Moderna,180717034
2021-12-07,United States,Pfizer/BioNTech,275121905
