tDate,Country,Vaccine,NumberOfVaccinated
2022-04-26,Austria,Johnson&Johnson,364144
2022-04-26,Austria,Moderna,1591190
2022-04-26,Austria,Novavax,7376
2022-04-26,Austria,Oxford/AstraZeneca,1588832
2022-04-26,Austria,Pfizer/BioNTech,14709211
2022-04-26,Belgium,Johnson&Johnson,426324
2022-04-26,Belgium,Moderna,4270458
2022-04-26,Belgium,Novavax,141
2022-04-26,Belgium,Oxford/AstraZeneca,2847201
2022-04-26,Belgium,Pfizer/BioNTech,17512730
2022-04-26,Chile,CanSino,0
2022-04-26,Chile,Moderna,0
2022-04-26,Chile,Oxford/AstraZeneca,549633
2022-04-26,Chile,Pfizer/BioNTech,7953430
2022-04-26,Chile,Sinovac,25710448
2022-04-26,Czechia,Johnson&Johnson,412726
2022-04-26,Czechia,Moderna,1592025
2022-04-26,Czechia,Novavax,6204
2022-04-26,Czechia,Pfizer/BioNTech,14664526
2022-04-26,Finland,Johnson&Johnson,0
2022-04-26,Finland,Moderna,1897599
2022-04-26,Finland,Oxford/AstraZeneca,553790
2022-04-26,Finland,Pfizer/BioNTech,9320802
2022-04-26,France,Johnson&Johnson,1086826
2022-04-26,France,Moderna,23622352
2022-04-26,France,Oxford/AstraZeneca,7858727
2022-04-26,France,Pfizer/BioNTech,110248372
2022-04-26,Germany,Johnson&Johnson,3719442
2022-04-26,Germany,Moderna,30328680
2022-04-26,Germany,Novavax,107648
2022-04-26,Germany,Oxford/AstraZeneca,12874817
2022-04-26,Germany,Pfizer/BioNTech,131162359
2022-04-26,Ireland,Moderna,1178511
2022-04-26,Ireland,Pfizer/BioNTech,8161442
2022-04-26,Italy,Moderna,33793072
2022-04-26,Italy,Novavax,39200
2022-04-26,Italy,Pfizer/BioNTech,89159922
2022-04-26,Latvia,Johnson&Johnson,293438
2022-04-26,Latvia,Moderna,712740
2022-04-26,Latvia,Novavax,314
2022-04-26,Latvia,Pfizer/BioNTech,1615210
2022-04-26,Luxembourg,Johnson&Johnson,41500
2022-04-26,Luxembourg,Moderna,301563
2022-04-26,Luxembourg,Novavax,325
2022-04-26,Luxembourg,Oxford/AstraZeneca,105219
2022-04-26,Luxembourg,Pfizer/BioNTech,698745
2022-04-26,Poland,Johnson&Johnson,2696082
2022-04-26,Poland,Moderna,3645380
2022-04-26,Poland,Novavax,8491
2022-04-26,Poland,Oxford/AstraZeneca,5289010
2022-04-26,Poland,Pfizer/BioNTech,38767618
2022-04-26,Slovakia,Moderna,673205
2022-04-26,Slovakia,Novavax,1069
2022-04-26,Slovakia,Pfizer/BioNTech,5097626
2022-04-26,South Korea,Johnson&Johnson,1542904
2022-04-26,South Korea,Moderna,24397041
2022-04-26,South Korea,Novavax,337078
2022-04-26,South Korea,Oxford/AstraZeneca,20318746
2022-04-26,South Korea,Pfizer/BioNTech,75625158
2022-04-26,United States,Johnson&Johnson,18683465
2022-04-26,United States,Moderna,215886365
2022-04-26,United States,Pfizer/BioNTech,338462489
