tDate,Country,Vaccine,NumberOfVaccinated
2022-01-21,Austria,Johnson&Johnson,358374
2022-01-21,Austria,Moderna,1535953
2022-01-21,Austria,Oxford/AstraZeneca,1583930
2022-01-21,Austria,Pfizer/BioNTech,12894935
2022-01-21,Belgium,Johnson&Johnson,415130
2022-01-21,Belgium,Moderna,3840947
2022-01-21,Belgium,Oxford/AstraZeneca,2843646
2022-01-21,Belgium,Pfizer/BioNTech,15134163
2022-01-21,Chile,CanSino,574010
2022-01-21,Chile,Oxford/AstraZeneca,548029
2022-01-21,Chile,Pfizer/BioNTech,7745052
2022-01-21,Chile,Sinovac,24966482
2022-01-21,Czechia,Johnson&Johnson,410037
2022-01-21,Czechia,Moderna,1509522
2022-01-21,Czechia,Oxford/AstraZeneca,886440
2022-01-21,Czechia,Pfizer/BioNTech,13970962
2022-01-21,Denmark,Johnson&Johnson,47023
2022-01-21,Denmark,Moderna,1662798
2022-01-21,Denmark,Oxford/AstraZeneca,155310
2022-01-21,Denmark,Pfizer/BioNTech,10128043
2022-01-21,Estonia,Johnson&Johnson,76173
2022-01-21,Estonia,Moderna,211623
2022-01-21,Estonia,Oxford/AstraZeneca,234389
2022-01-21,Estonia,Pfizer/BioNTech,1320638
2022-01-21,Finland,Johnson&Johnson,0
2022-01-21,Finland,Moderna,1474170
2022-01-21,Finland,Oxford/AstraZeneca,541354
2022-01-21,Finland,Pfizer/BioNTech,8070017
2022-01-21,France,Johnson&Johnson,1078516
2022-01-21,France,Moderna,21885061
2022-01-21,France,Oxford/AstraZeneca,7849783
2022-01-21,France,Pfizer/BioNTech,103519772
2022-01-21,Germany,Johnson&Johnson,3604565
2022-01-21,Germany,Moderna,27282507
2022-01-21,Germany,Oxford/AstraZeneca,12751006
2022-01-21,Germany,Pfizer/BioNTech,118240873
2022-01-21,Hungary,Johnson&Johnson,317429
2022-01-21,Hungary,Moderna,1008532
2022-01-21,Hungary,Oxford/AstraZeneca,1251889
2022-01-21,Hungary,Pfizer/BioNTech,8059485
2022-01-21,Hungary,Sinopharm/Beijing,2264797
2022-01-21,Iceland,Johnson&Johnson,55
2022-01-21,Iceland,Moderna,3230
2022-01-21,Iceland,Oxford/AstraZeneca,0
2022-01-21,Iceland,Pfizer/BioNTech,44667
2022-01-21,Ireland,Johnson&Johnson,238027
2022-01-21,Ireland,Moderna,1149183
2022-01-21,Ireland,Oxford/AstraZeneca,1199500
2022-01-21,Ireland,Pfizer/BioNTech,6907122
2022-01-21,Italy,Johnson&Johnson,1503808
2022-01-21,Italy,Moderna,28487398
2022-01-21,Italy,Oxford/AstraZeneca,12158206
2022-01-21,Italy,Pfizer/BioNTech,81138925
2022-01-21,Latvia,Johnson&Johnson,289052
2022-01-21,Latvia,Moderna,659162
2022-01-21,Latvia,Oxford/AstraZeneca,262575
2022-01-21,Latvia,Pfizer/BioNTech,1528941
2022-01-21,Lithuania,Johnson&Johnson,291175
2022-01-21,Lithuania,Moderna,319400
2022-01-21,Lithuania,Oxford/AstraZeneca,536302
2022-01-21,Lithuania,Pfizer/BioNTech,3050725
2022-01-21,Luxembourg,Johnson&Johnson,41372
2022-01-21,Luxembourg,Moderna,275224
2022-01-21,Luxembourg,Oxford/AstraZeneca,105267
2022-01-21,Luxembourg,Pfizer/BioNTech,677897
2022-01-21,Netherlands,Johnson&Johnson,867641
2022-01-21,Netherlands,Moderna,6312016
2022-01-21,Netherlands,Oxford/AstraZeneca,2800755
2022-01-21,Netherlands,Pfizer/BioNTech,21522616
2022-01-21,Norway,Johnson&Johnson,6653
2022-01-21,Norway,Moderna,2154783
2022-01-21,Norway,Oxford/AstraZeneca,146888
2022-01-21,Norway,Pfizer/BioNTech,8041057
2022-01-21,Poland,Johnson&Johnson,2609375
2022-01-21,Poland,Moderna,3539308
2022-01-21,Poland,Oxford/AstraZeneca,5288746
2022-01-21,Poland,Pfizer/BioNTech,36363981
2022-01-21,Portugal,Moderna,2997221
2022-01-21,Portugal,Oxford/AstraZeneca,2234184
2022-01-21,Portugal,Pfizer/BioNTech,13822345
2022-01-21,Slovakia,Johnson&Johnson,176650
2022-01-21,Slovakia,Moderna,652174
2022-01-21,Slovakia,Pfizer/BioNTech,4785846
2022-01-21,Slovenia,Johnson&Johnson,136393
2022-01-21,Slovenia,Moderna,234197
2022-01-21,Slovenia,Oxford/AstraZeneca,327044
2022-01-21,Slovenia,Pfizer/BioNTech,2116378
2022-01-21,South Korea,Johnson&Johnson,1537737
2022-01-21,South Korea,Moderna,22006253
2022-01-21,South Korea,Oxford/AstraZeneca,22216481
2022-01-21,South Korea,Pfizer/BioNTech,66060748
2022-01-21,Spain,Johnson&Johnson,1982010
2022-01-21,Spain,Moderna,19678229
2022-01-21,Spain,Oxford/AstraZeneca,9796743
2022-01-21,Spain,Pfizer/BioNTech,56068963
2022-01-21,Sweden,Moderna,2755585
2022-01-21,Sweden,Oxford/AstraZeneca,1335002
2022-01-21,Sweden,Pfizer/BioNTech,13682367
2022-01-21,Switzerland,Johnson&Johnson,57628
2022-01-21,Switzerland,Moderna,9522218
2022-01-21,Switzerland,Pfizer/BioNTech,5471959
2022-01-21,United States,Johnson&Johnson,18083356
2022-01-21,United States,Moderna,202447054
2022-01-21,United States,Pfizer/BioNTech,311853421
