tDate,Country,Vaccine,NumberOfVaccinated
2022-08-08,Chile,Pfizer/BioNTech,8050350
2022-08-08,Chile,Sinovac,25921316
2022-08-08,Czechia,Johnson&Johnson,413422
2022-08-08,Czechia,Moderna,1612759
2022-08-08,Czechia,Novavax,9555
2022-08-08,Czechia,Pfizer/BioNTech,14873953
2022-08-08,France,Johnson&Johnson,1089009
2022-08-08,France,Moderna,23896646
2022-08-08,France,Novavax,29901
2022-08-08,France,Pfizer/BioNTech,115967273
2022-08-08,Germany,Johnson&Johnson,3749387
2022-08-08,Germany,Moderna,31388793
2022-08-08,Germany,Novavax,137165
2022-08-08,Germany,Oxford/AstraZeneca,12794870
2022-08-08,Germany,Pfizer/BioNTech,136056769
2022-08-08,Italy,Moderna,34223295
2022-08-08,Italy,Novavax,42736
2022-08-08,Italy,Pfizer/BioNTech,92009656
2022-08-08,Japan,Moderna,71253490
2022-08-08,Japan,Novavax,121981
2022-08-08,Japan,Oxford/AstraZeneca,117602
2022-08-08,Japan,Pfizer/BioNTech,232458523
2022-08-08,South Korea,Johnson&Johnson,1543988
2022-08-08,South Korea,Moderna,25019242
2022-08-08,South Korea,Novavax,721575
2022-08-08,South Korea,Pfizer/BioNTech,80202240
2022-08-08,Switzerland,Johnson&Johnson,62094
2022-08-08,Switzerland,Moderna,9887442
2022-08-08,Switzerland,Novavax,134
2022-08-08,Switzerland,Pfizer/BioNTech,5949068
