Date,Country,Vaccine,NumberOfVaccinated
2021-02-26,Chile,Pfizer/BioNTech,242290
2021-02-26,Chile,Sinovac,3119382
2021-02-26,Czechia,Moderna,37671
2021-02-26,Czechia,Oxford/AstraZeneca,24781
2021-02-26,Czechia,Pfizer/BioNTech,596785
2021-02-26,France,Moderna,202944
2021-02-26,France,Oxford/AstraZeneca,256209
2021-02-26,France,Pfizer/BioNTech,4136454
2021-02-26,Germany,Johnson&Johnson,18
2021-02-26,Germany,Moderna,194823
2021-02-26,Germany,Oxford/AstraZeneca,400592
2021-02-26,Germany,Pfizer/BioNTech,5500698
2021-02-26,Iceland,Johnson&Johnson,0
2021-02-26,Iceland,Moderna,3904
2021-02-26,Iceland,Oxford/AstraZeneca,5167
2021-02-26,Iceland,Pfizer/BioNTech,24600
2021-02-26,Italy,Moderna,125700
2021-02-26,Italy,Oxford/AstraZeneca,263214
2021-02-26,Italy,Pfizer/BioNTech,3798528
2021-02-26,Latvia,Moderna,4791
2021-02-26,Latvia,Oxford/AstraZeneca,25065
2021-02-26,Latvia,Pfizer/BioNTech,32489
2021-02-26,Lithuania,Moderna,12298
2021-02-26,Lithuania,Oxford/AstraZeneca,30409
2021-02-26,Lithuania,Pfizer/BioNTech,196172
2021-02-26,Switzerland,Moderna,366250
2021-02-26,Switzerland,Pfizer/BioNTech,429469
2021-02-26,United States,Moderna,34181226
2021-02-26,United States,Pfizer/BioNTech,36159403
