Date,Country,Vaccine,NumberOfVaccinated
2021-01-02,Chile,Pfizer/BioNTech,8649
2021-01-02,Czechia,Pfizer/BioNTech,13303
2021-01-02,France,Pfizer/BioNTech,566
2021-01-02,Germany,Johnson&Johnson,0
2021-01-02,Germany,Moderna,6
2021-01-02,Germany,Oxford/AstraZeneca,3
2021-01-02,Germany,Pfizer/BioNTech,273108
2021-01-02,Iceland,Johnson&Johnson,0
2021-01-02,Iceland,Moderna,0
2021-01-02,Iceland,Oxford/AstraZeneca,0
2021-01-02,Iceland,Pfizer/BioNTech,4940
2021-01-02,Italy,Pfizer/BioNTech,89466
2021-01-02,Lithuania,Pfizer/BioNTech,9742
