tDate,Country,Vaccine,NumberOfVaccinated
2022-09-06,Czechia,Johnson&Johnson,413661
2022-09-06,Czechia,Moderna,1625299
2022-09-06,Czechia,Novavax,10052
2022-09-06,Czechia,Pfizer/BioNTech,14997178
2022-09-06,France,Moderna,23917456
2022-09-06,France,Novavax,31551
2022-09-06,France,Pfizer/BioNTech,116614333
2022-09-06,Germany,Moderna,31463664
2022-09-06,Germany,Novavax,142141
2022-09-06,Germany,Pfizer/BioNTech,136668999
2022-09-06,Italy,Moderna,34231267
2022-09-06,Italy,Novavax,42881
2022-09-06,Italy,Pfizer/BioNTech,92483721
2022-09-06,Japan,Moderna,76367306
2022-09-06,Japan,Novavax,183264
2022-09-06,Japan,Pfizer/BioNTech,241329140
