Date,Country,Vaccine,NumberOfVaccinated
2021-02-18,Chile,Pfizer/BioNTech,113407
2021-02-18,Chile,Sinovac,2642241
2021-02-18,Czechia,Moderna,31054
2021-02-18,Czechia,Oxford/AstraZeneca,7227
2021-02-18,Czechia,Pfizer/BioNTech,496189
2021-02-18,France,Moderna,149819
2021-02-18,France,Oxford/AstraZeneca,98648
2021-02-18,France,Pfizer/BioNTech,3378259
2021-02-18,Germany,Johnson&Johnson,12
2021-02-18,Germany,Moderna,137582
2021-02-18,Germany,Oxford/AstraZeneca,138067
2021-02-18,Germany,Pfizer/BioNTech,4563545
2021-02-18,Iceland,Johnson&Johnson,0
2021-02-18,Iceland,Moderna,3574
2021-02-18,Iceland,Oxford/AstraZeneca,1596
2021-02-18,Iceland,Pfizer/BioNTech,20679
2021-02-18,Italy,Moderna,77271
2021-02-18,Italy,Oxford/AstraZeneca,66484
2021-02-18,Italy,Pfizer/BioNTech,3222177
2021-02-18,Latvia,Moderna,3472
2021-02-18,Latvia,Oxford/AstraZeneca,7736
2021-02-18,Latvia,Pfizer/BioNTech,32107
2021-02-18,Lithuania,Moderna,8891
2021-02-18,Lithuania,Oxford/AstraZeneca,12105
2021-02-18,Lithuania,Pfizer/BioNTech,158611
2021-02-18,Switzerland,Moderna,272994
2021-02-18,Switzerland,Pfizer/BioNTech,362586
2021-02-18,United States,Moderna,28043413
2021-02-18,United States,Pfizer/BioNTech,29585627
