Date,Country,Vaccine,NumberOfVaccinated
2021-10-13,Chile,CanSino,569509
2021-10-13,Chile,Oxford/AstraZeneca,517829
2021-10-13,Chile,Pfizer/BioNTech,7341866
2021-10-13,Chile,Sinovac,21390444
2021-10-13,Czechia,Johnson&Johnson,246107
2021-10-13,Czechia,Moderna,929259
2021-10-13,Czechia,Oxford/AstraZeneca,882145
2021-10-13,Czechia,Pfizer/BioNTech,9868734
2021-10-13,France,Johnson&Johnson,1045904
2021-10-13,France,Moderna,10853881
2021-10-13,France,Oxford/AstraZeneca,7793540
2021-10-13,France,Pfizer/BioNTech,77169848
2021-10-13,Germany,Johnson&Johnson,3252922
2021-10-13,Germany,Moderna,9718534
2021-10-13,Germany,Oxford/AstraZeneca,12699716
2021-10-13,Germany,Pfizer/BioNTech,83936340
2021-10-13,Iceland,Johnson&Johnson,53984
2021-10-13,Iceland,Moderna,62620
2021-10-13,Iceland,Oxford/AstraZeneca,115519
2021-10-13,Iceland,Pfizer/BioNTech,330584
2021-10-13,Italy,Johnson&Johnson,1486051
2021-10-13,Italy,Moderna,11017658
2021-10-13,Italy,Oxford/AstraZeneca,12154035
2021-10-13,Italy,Pfizer/BioNTech,62309976
2021-10-13,Latvia,Johnson&Johnson,168226
2021-10-13,Latvia,Moderna,251828
2021-10-13,Latvia,Oxford/AstraZeneca,262341
2021-10-13,Latvia,Pfizer/BioNTech,1059750
2021-10-13,South Korea,Johnson&Johnson,1467207
2021-10-13,South Korea,Moderna,9062347
2021-10-13,South Korea,Oxford/AstraZeneca,21849771
2021-10-13,South Korea,Pfizer/BioNTech,38032744
2021-10-13,Switzerland,Johnson&Johnson,6126
2021-10-13,Switzerland,Moderna,7065286
2021-10-13,Switzerland,Pfizer/BioNTech,3684549
2021-10-13,United States,Johnson&Johnson,15225611
2021-10-13,United States,Moderna,153216702
2021-10-13,United States,Pfizer/BioNTech,235518908
