Date,Country,Vaccine,NumberOfVaccinated
2021-03-19,Chile,Pfizer/BioNTech,683002
2021-03-19,Chile,Sinovac,7767219
2021-03-19,Czechia,Moderna,118573
2021-03-19,Czechia,Oxford/AstraZeneca,176962
2021-03-19,Czechia,Pfizer/BioNTech,1043273
2021-03-19,France,Moderna,478993
2021-03-19,France,Oxford/AstraZeneca,1548920
2021-03-19,France,Pfizer/BioNTech,6552829
2021-03-19,Germany,Johnson&Johnson,19
2021-03-19,Germany,Moderna,441126
2021-03-19,Germany,Oxford/AstraZeneca,1940263
2021-03-19,Germany,Pfizer/BioNTech,8368446
2021-03-19,Iceland,Johnson&Johnson,0
2021-03-19,Iceland,Moderna,4850
2021-03-19,Iceland,Oxford/AstraZeneca,9312
2021-03-19,Iceland,Pfizer/BioNTech,38941
2021-03-19,Italy,Moderna,339763
2021-03-19,Italy,Oxford/AstraZeneca,1225298
2021-03-19,Italy,Pfizer/BioNTech,6119331
2021-03-19,Latvia,Moderna,10261
2021-03-19,Latvia,Oxford/AstraZeneca,57034
2021-03-19,Latvia,Pfizer/BioNTech,35740
2021-03-19,Lithuania,Moderna,25860
2021-03-19,Lithuania,Oxford/AstraZeneca,79320
2021-03-19,Lithuania,Pfizer/BioNTech,297758
2021-03-19,Switzerland,Moderna,591600
2021-03-19,Switzerland,Pfizer/BioNTech,651844
2021-03-19,United States,Johnson&Johnson,2025349
2021-03-19,United States,Moderna,56941640
2021-03-19,United States,Pfizer/BioNTech,59214724
