tDate,Country,Vaccine,NumberOfVaccinated
2021-01-26,Austria,Johnson&Johnson,0
2021-01-26,Austria,Moderna,4147
2021-01-26,Austria,Oxford/AstraZeneca,0
2021-01-26,Austria,Pfizer/BioNTech,256608
2021-01-26,Belgium,Moderna,6076
2021-01-26,Belgium,Pfizer/BioNTech,332490
2021-01-26,Chile,Pfizer/BioNTech,67370
2021-01-26,Czechia,Moderna,6715
2021-01-26,Czechia,Pfizer/BioNTech,228485
2021-01-26,Denmark,Moderna,2697
2021-01-26,Denmark,Pfizer/BioNTech,270354
2021-01-26,Estonia,Moderna,7
2021-01-26,Estonia,Pfizer/BioNTech,21483
2021-01-26,Finland,Johnson&Johnson,0
2021-01-26,Finland,Moderna,3791
2021-01-26,Finland,Oxford/AstraZeneca,285
2021-01-26,Finland,Pfizer/BioNTech,170952
2021-01-26,France,Moderna,32132
2021-01-26,France,Pfizer/BioNTech,1260520
2021-01-26,Germany,Johnson&Johnson,0
2021-01-26,Germany,Moderna,41642
2021-01-26,Germany,Oxford/AstraZeneca,51
2021-01-26,Germany,Pfizer/BioNTech,2076101
2021-01-26,Hungary,Moderna,3345
2021-01-26,Hungary,Pfizer/BioNTech,300974
2021-01-26,Iceland,Johnson&Johnson,0
2021-01-26,Iceland,Moderna,1263
2021-01-26,Iceland,Oxford/AstraZeneca,2
2021-01-26,Iceland,Pfizer/BioNTech,14314
2021-01-26,Ireland,Moderna,1921
2021-01-26,Ireland,Oxford/AstraZeneca,0
2021-01-26,Ireland,Pfizer/BioNTech,196899
2021-01-26,Italy,Moderna,16636
2021-01-26,Italy,Pfizer/BioNTech,1591040
2021-01-26,Latvia,Moderna,1191
2021-01-26,Latvia,Pfizer/BioNTech,19424
2021-01-26,Lithuania,Moderna,2374
2021-01-26,Lithuania,Pfizer/BioNTech,69468
2021-01-26,Luxembourg,Moderna,583
2021-01-26,Luxembourg,Pfizer/BioNTech,11845
2021-01-26,Netherlands,Johnson&Johnson,0
2021-01-26,Netherlands,Moderna,8883
2021-01-26,Netherlands,Oxford/AstraZeneca,0
2021-01-26,Netherlands,Pfizer/BioNTech,343722
2021-01-26,Poland,Johnson&Johnson,0
2021-01-26,Poland,Moderna,4383
2021-01-26,Poland,Oxford/AstraZeneca,4
2021-01-26,Poland,Pfizer/BioNTech,1199972
2021-01-26,Portugal,Moderna,3491
2021-01-26,Portugal,Oxford/AstraZeneca,20
2021-01-26,Portugal,Pfizer/BioNTech,371654
2021-01-26,Slovakia,Moderna,70
2021-01-26,Slovakia,Oxford/AstraZeneca,0
2021-01-26,Slovakia,Pfizer/BioNTech,148709
2021-01-26,Slovenia,Moderna,515
2021-01-26,Slovenia,Pfizer/BioNTech,81445
2021-01-26,Spain,Johnson&Johnson,0
2021-01-26,Spain,Moderna,29449
2021-01-26,Spain,Oxford/AstraZeneca,0
2021-01-26,Spain,Pfizer/BioNTech,1610733
2021-01-26,Sweden,Moderna,8080
2021-01-26,Sweden,Pfizer/BioNTech,322272
2021-01-26,United States,Moderna,10431466
2021-01-26,United States,Pfizer/BioNTech,13009981
