Date,Country,Vaccine,NumberOfVaccinated
2021-10-11,Chile,CanSino,569133
2021-10-11,Chile,Oxford/AstraZeneca,515591
2021-10-11,Chile,Pfizer/BioNTech,7332444
2021-10-11,Chile,Sinovac,21167845
2021-10-11,Czechia,Johnson&Johnson,242820
2021-10-11,Czechia,Moderna,926301
2021-10-11,Czechia,Oxford/AstraZeneca,881659
2021-10-11,Czechia,Pfizer/BioNTech,9846829
2021-10-11,France,Johnson&Johnson,1045586
2021-10-11,France,Moderna,10784270
2021-10-11,France,Oxford/AstraZeneca,7793319
2021-10-11,France,Pfizer/BioNTech,76915278
2021-10-11,Germany,Johnson&Johnson,3238138
2021-10-11,Germany,Moderna,9702398
2021-10-11,Germany,Oxford/AstraZeneca,12698142
2021-10-11,Germany,Pfizer/BioNTech,83502832
2021-10-11,Iceland,Johnson&Johnson,53956
2021-10-11,Iceland,Moderna,62604
2021-10-11,Iceland,Oxford/AstraZeneca,115519
2021-10-11,Iceland,Pfizer/BioNTech,328259
2021-10-11,Italy,Johnson&Johnson,1482122
2021-10-11,Italy,Moderna,10947230
2021-10-11,Italy,Oxford/AstraZeneca,12152572
2021-10-11,Italy,Pfizer/BioNTech,61867939
2021-10-11,Latvia,Johnson&Johnson,157289
2021-10-11,Latvia,Moderna,249744
2021-10-11,Latvia,Oxford/AstraZeneca,261964
2021-10-11,Latvia,Pfizer/BioNTech,1035827
2021-10-11,South Korea,Johnson&Johnson,1459629
2021-10-11,South Korea,Moderna,8733898
2021-10-11,South Korea,Oxford/AstraZeneca,21771613
2021-10-11,South Korea,Pfizer/BioNTech,37196012
2021-10-11,Switzerland,Johnson&Johnson,3495
2021-10-11,Switzerland,Moderna,7030661
2021-10-11,Switzerland,Pfizer/BioNTech,3663413
