tDate,Country,Vaccine,NumberOfVaccinated
2023-03-09,Czechia,Johnson&Johnson,413779
2023-03-09,Czechia,Moderna,1641362
2023-03-09,Czechia,Pfizer/BioNTech,15665538
2023-03-09,France,Moderna,24124926
2023-03-09,France,Novavax,39030
2023-03-09,France,Pfizer/BioNTech,121221500
2023-03-09,France,Sanofi/GSK,4063
2023-03-09,Germany,Johnson&Johnson,3761324
2023-03-09,Germany,Moderna,31585844
2023-03-09,Germany,Novavax,159956
2023-03-09,Germany,Pfizer/BioNTech,138196210
2023-03-09,Germany,Valneva,7216
2023-03-09,Italy,Moderna,34330896
2023-03-09,Italy,Novavax,42980
2023-03-09,Italy,Pfizer/BioNTech,95757266
2023-03-09,South Korea,Johnson&Johnson,1516619
2023-03-09,South Korea,Novavax,259822
2023-03-09,South Korea,Pfizer/BioNTech,52260640
