tDate,Country,Vaccine,NumberOfVaccinated
2022-06-27,Chile,Pfizer/BioNTech,8011408
2022-06-27,Chile,Sinovac,25854786
2022-06-27,Czechia,Johnson&Johnson,413051
2022-06-27,Czechia,Moderna,1601629
2022-06-27,Czechia,Novavax,8585
2022-06-27,Czechia,Pfizer/BioNTech,14758100
2022-06-27,France,Johnson&Johnson,1088102
2022-06-27,France,Moderna,23745891
2022-06-27,France,Novavax,24701
2022-06-27,France,Pfizer/BioNTech,112973875
2022-06-27,Germany,Johnson&Johnson,3747403
2022-06-27,Germany,Moderna,31208402
2022-06-27,Germany,Novavax,128848
2022-06-27,Germany,Pfizer/BioNTech,134812750
2022-06-27,Italy,Moderna,34162842
2022-06-27,Italy,Novavax,42211
2022-06-27,Italy,Pfizer/BioNTech,90336710
2022-06-27,Japan,Moderna,65171529
2022-06-27,Japan,Novavax,29348
2022-06-27,Japan,Oxford/AstraZeneca,117523
2022-06-27,Japan,Pfizer/BioNTech,219417175
2022-06-27,Latvia,Johnson&Johnson,293764
2022-06-27,Latvia,Moderna,715108
2022-06-27,Latvia,Pfizer/BioNTech,1622947
2022-06-27,South Korea,Johnson&Johnson,1543545
2022-06-27,South Korea,Moderna,24730477
2022-06-27,South Korea,Novavax,569321
2022-06-27,South Korea,Pfizer/BioNTech,78601952
2022-06-27,Switzerland,Johnson&Johnson,61330
2022-06-27,Switzerland,Moderna,9815130
2022-06-27,Switzerland,Pfizer/BioNTech,5868051
