tDate,Country,Vaccine,NumberOfVaccinated
2022-02-25,Austria,Johnson&Johnson,362860
2022-02-25,Austria,Moderna,1580551
2022-02-25,Austria,Oxford/AstraZeneca,1587599
2022-02-25,Austria,Pfizer/BioNTech,14487345
2022-02-25,Belgium,Johnson&Johnson,425073
2022-02-25,Belgium,Moderna,4258864
2022-02-25,Belgium,Oxford/AstraZeneca,2846318
2022-02-25,Belgium,Pfizer/BioNTech,17341064
2022-02-25,Chile,CanSino,574239
2022-02-25,Chile,Oxford/AstraZeneca,549083
2022-02-25,Chile,Pfizer/BioNTech,7860135
2022-02-25,Chile,Sinovac,25437728
2022-02-25,Czechia,Johnson&Johnson,412184
2022-02-25,Czechia,Moderna,1572619
2022-02-25,Czechia,Pfizer/BioNTech,14510453
2022-02-25,Denmark,Johnson&Johnson,47061
2022-02-25,Denmark,Moderna,1700116
2022-02-25,Denmark,Oxford/AstraZeneca,155568
2022-02-25,Denmark,Pfizer/BioNTech,10243604
2022-02-25,Estonia,Johnson&Johnson,77602
2022-02-25,Estonia,Moderna,229621
2022-02-25,Estonia,Oxford/AstraZeneca,237665
2022-02-25,Estonia,Pfizer/BioNTech,1474507
2022-02-25,Finland,Johnson&Johnson,0
2022-02-25,Finland,Moderna,1848181
2022-02-25,Finland,Oxford/AstraZeneca,548977
2022-02-25,Finland,Pfizer/BioNTech,9072495
2022-02-25,France,Johnson&Johnson,1084574
2022-02-25,France,Moderna,23418603
2022-02-25,France,Oxford/AstraZeneca,7856423
2022-02-25,France,Pfizer/BioNTech,108309567
2022-02-25,Germany,Johnson&Johnson,3623225
2022-02-25,Germany,Moderna,29129661
2022-02-25,Germany,Oxford/AstraZeneca,12755114
2022-02-25,Germany,Pfizer/BioNTech,124310610
2022-02-25,Hungary,Johnson&Johnson,332504
2022-02-25,Hungary,Moderna,1044930
2022-02-25,Hungary,Oxford/AstraZeneca,1252345
2022-02-25,Hungary,Pfizer/BioNTech,9263830
2022-02-25,Hungary,Sinopharm/Beijing,2296450
2022-02-25,Iceland,Johnson&Johnson,84
2022-02-25,Iceland,Moderna,6489
2022-02-25,Iceland,Oxford/AstraZeneca,1
2022-02-25,Iceland,Pfizer/BioNTech,74889
2022-02-25,Ireland,Johnson&Johnson,237873
2022-02-25,Ireland,Moderna,1176145
2022-02-25,Ireland,Pfizer/BioNTech,7917006
2022-02-25,Italy,Johnson&Johnson,1507187
2022-02-25,Italy,Moderna,33002031
2022-02-25,Italy,Pfizer/BioNTech,87170708
2022-02-25,Latvia,Johnson&Johnson,292409
2022-02-25,Latvia,Moderna,703598
2022-02-25,Latvia,Pfizer/BioNTech,1592577
2022-02-25,Lithuania,Johnson&Johnson,294283
2022-02-25,Lithuania,Moderna,327322
2022-02-25,Lithuania,Oxford/AstraZeneca,536491
2022-02-25,Lithuania,Pfizer/BioNTech,3279752
2022-02-25,Luxembourg,Johnson&Johnson,41488
2022-02-25,Luxembourg,Moderna,297211
2022-02-25,Luxembourg,Oxford/AstraZeneca,105266
2022-02-25,Luxembourg,Pfizer/BioNTech,695029
2022-02-25,Netherlands,Johnson&Johnson,868380
2022-02-25,Netherlands,Moderna,6361147
2022-02-25,Netherlands,Oxford/AstraZeneca,2800822
2022-02-25,Netherlands,Pfizer/BioNTech,23880985
2022-02-25,Norway,Johnson&Johnson,7041
2022-02-25,Norway,Moderna,2256602
2022-02-25,Norway,Oxford/AstraZeneca,147348
2022-02-25,Norway,Pfizer/BioNTech,8814676
2022-02-25,Poland,Johnson&Johnson,2667451
2022-02-25,Poland,Moderna,3616498
2022-02-25,Poland,Oxford/AstraZeneca,5288936
2022-02-25,Poland,Pfizer/BioNTech,38195939
2022-02-25,Portugal,Moderna,3543110
2022-02-25,Portugal,Oxford/AstraZeneca,2243053
2022-02-25,Portugal,Pfizer/BioNTech,14910603
2022-02-25,Slovakia,Johnson&Johnson,182763
2022-02-25,Slovakia,Moderna,670815
2022-02-25,Slovakia,Pfizer/BioNTech,5062279
2022-02-25,Slovenia,Johnson&Johnson,136207
2022-02-25,Slovenia,Moderna,236412
2022-02-25,Slovenia,Oxford/AstraZeneca,325048
2022-02-25,Slovenia,Pfizer/BioNTech,2239554
2022-02-25,South Korea,Johnson&Johnson,1541572
2022-02-25,South Korea,Moderna,23842466
2022-02-25,South Korea,Novavax,58129
2022-02-25,South Korea,Oxford/AstraZeneca,20312070
2022-02-25,South Korea,Pfizer/BioNTech,73015717
2022-02-25,Spain,Johnson&Johnson,1981646
2022-02-25,Spain,Moderna,23265513
2022-02-25,Spain,Oxford/AstraZeneca,9796466
2022-02-25,Spain,Pfizer/BioNTech,64145636
2022-02-25,Sweden,Moderna,3397507
2022-02-25,Sweden,Oxford/AstraZeneca,1328641
2022-02-25,Sweden,Pfizer/BioNTech,14558886
2022-02-25,Switzerland,Johnson&Johnson,59433
2022-02-25,Switzerland,Moderna,9727831
2022-02-25,Switzerland,Pfizer/BioNTech,5755822
2022-02-25,United States,Johnson&Johnson,18407172
2022-02-25,United States,Moderna,208030542
2022-02-25,United States,Pfizer/BioNTech,325087755
