tDate,Country,Vaccine,NumberOfVaccinated
2022-01-22,Chile,CanSino,574014
2022-01-22,Chile,Oxford/AstraZeneca,548041
2022-01-22,Chile,Pfizer/BioNTech,7745613
2022-01-22,Chile,Sinovac,24968291
2022-01-22,Czechia,Johnson&Johnson,410124
2022-01-22,Czechia,Moderna,1510565
2022-01-22,Czechia,Oxford/AstraZeneca,886503
2022-01-22,Czechia,Pfizer/BioNTech,13981554
2022-01-22,France,Johnson&Johnson,1078739
2022-01-22,France,Moderna,21974275
2022-01-22,France,Oxford/AstraZeneca,7850119
2022-01-22,France,Pfizer/BioNTech,103719262
2022-01-22,Germany,Johnson&Johnson,3605274
2022-01-22,Germany,Moderna,27385119
2022-01-22,Germany,Oxford/AstraZeneca,12751106
2022-01-22,Germany,Pfizer/BioNTech,118448693
2022-01-22,Italy,Johnson&Johnson,1503925
2022-01-22,Italy,Moderna,28782199
2022-01-22,Italy,Pfizer/BioNTech,81409531
2022-01-22,Latvia,Johnson&Johnson,289213
2022-01-22,Latvia,Moderna,660785
2022-01-22,Latvia,Pfizer/BioNTech,1531522
2022-01-22,South Korea,Johnson&Johnson,1537816
2022-01-22,South Korea,Moderna,22076456
2022-01-22,South Korea,Oxford/AstraZeneca,22218263
2022-01-22,South Korea,Pfizer/BioNTech,66278385
2022-01-22,Switzerland,Johnson&Johnson,57715
2022-01-22,Switzerland,Moderna,9539838
2022-01-22,Switzerland,Pfizer/BioNTech,5482835
2022-01-22,United States,Johnson&Johnson,18102634
2022-01-22,United States,Moderna,202786593
2022-01-22,United States,Pfizer/BioNTech,312558129
