tDate,Country,Vaccine,NumberOfVaccinated
2022-02-12,Chile,CanSino,574162
2022-02-12,Chile,Oxford/AstraZeneca,548683
2022-02-12,Chile,Pfizer/BioNTech,7819305
2022-02-12,Chile,Sinovac,25267653
2022-02-12,Czechia,Johnson&Johnson,411717
2022-02-12,Czechia,Moderna,1559900
2022-02-12,Czechia,Pfizer/BioNTech,14405955
2022-02-12,France,Johnson&Johnson,1083028
2022-02-12,France,Moderna,23181815
2022-02-12,France,Oxford/AstraZeneca,7854558
2022-02-12,France,Pfizer/BioNTech,107208353
2022-02-12,Germany,Johnson&Johnson,3619511
2022-02-12,Germany,Moderna,28860403
2022-02-12,Germany,Oxford/AstraZeneca,12753167
2022-02-12,Germany,Pfizer/BioNTech,122845055
2022-02-12,Italy,Johnson&Johnson,1506411
2022-02-12,Italy,Moderna,32347948
2022-02-12,Italy,Pfizer/BioNTech,85983729
2022-02-12,Latvia,Johnson&Johnson,291749
2022-02-12,Latvia,Moderna,695857
2022-02-12,Latvia,Pfizer/BioNTech,1579445
2022-02-12,South Korea,Johnson&Johnson,1540290
2022-02-12,South Korea,Moderna,23293915
2022-02-12,South Korea,Oxford/AstraZeneca,20308703
2022-02-12,South Korea,Pfizer/BioNTech,71598008
2022-02-12,Switzerland,Johnson&Johnson,59047
2022-02-12,Switzerland,Moderna,9695013
2022-02-12,Switzerland,Pfizer/BioNTech,5711611
2022-02-12,United States,Johnson&Johnson,18303071
2022-02-12,United States,Moderna,206408407
2022-02-12,United States,Pfizer/BioNTech,321425596
