tDate,Country,Vaccine,NumberOfVaccinated
2023-04-06,Czechia,Johnson&Johnson,413881
2023-04-06,Czechia,Moderna,1641502
2023-04-06,Czechia,Pfizer/BioNTech,15668732
2023-04-06,France,Moderna,24128842
2023-04-06,France,Novavax,39426
2023-04-06,France,Pfizer/BioNTech,121279071
2023-04-06,France,Sanofi/GSK,4536
2023-04-06,Germany,Johnson&Johnson,3761436
2023-04-06,Germany,Moderna,31586523
2023-04-06,Germany,Novavax,160122
2023-04-06,Germany,Pfizer/BioNTech,138203923
2023-04-06,Germany,Valneva,7932
2023-04-06,Italy,Moderna,34337135
2023-04-06,Italy,Pfizer/BioNTech,95775814
2023-04-06,Japan,Moderna,83386123
2023-04-06,Japan,Novavax,312717
2023-04-06,Japan,Pfizer/BioNTech,299554684
2023-04-06,South Korea,Johnson&Johnson,1516659
2023-04-06,South Korea,Novavax,261995
2023-04-06,South Korea,Pfizer/BioNTech,52237845
