Date,Country,Vaccine,NumberOfVaccinated
2021-01-09,Chile,Pfizer/BioNTech,10702
2021-01-09,Czechia,Pfizer/BioNTech,48003
2021-01-09,France,Pfizer/BioNTech,94629
2021-01-09,Germany,Johnson&Johnson,0
2021-01-09,Germany,Moderna,66
2021-01-09,Germany,Oxford/AstraZeneca,7
2021-01-09,Germany,Pfizer/BioNTech,637989
2021-01-09,Iceland,Johnson&Johnson,0
2021-01-09,Iceland,Moderna,1
2021-01-09,Iceland,Oxford/AstraZeneca,0
2021-01-09,Iceland,Pfizer/BioNTech,4947
2021-01-09,Italy,Pfizer/BioNTech,612555
2021-01-09,Latvia,Pfizer/BioNTech,6646
2021-01-09,Lithuania,Pfizer/BioNTech,23538
