Date,Country,Vaccine,NumberOfVaccinated
2021-02-07,Chile,Pfizer/BioNTech,70240
2021-02-07,Chile,Sinovac,562696
2021-02-07,Czechia,Moderna,11448
2021-02-07,Czechia,Pfizer/BioNTech,349867
2021-02-07,France,Moderna,67169
2021-02-07,France,Oxford/AstraZeneca,1673
2021-02-07,France,Pfizer/BioNTech,2190377
2021-02-07,Germany,Johnson&Johnson,1
2021-02-07,Germany,Moderna,76451
2021-02-07,Germany,Oxford/AstraZeneca,177
2021-02-07,Germany,Pfizer/BioNTech,3339542
2021-02-07,Iceland,Johnson&Johnson,0
2021-02-07,Iceland,Moderna,1264
2021-02-07,Iceland,Oxford/AstraZeneca,2
2021-02-07,Iceland,Pfizer/BioNTech,16490
2021-02-07,Italy,Moderna,30102
2021-02-07,Italy,Oxford/AstraZeneca,37
2021-02-07,Italy,Pfizer/BioNTech,2595527
2021-02-07,Latvia,Pfizer/BioNTech,30583
2021-02-07,Lithuania,Moderna,4054
2021-02-07,Lithuania,Oxford/AstraZeneca,4
2021-02-07,Lithuania,Pfizer/BioNTech,122219
2021-02-07,United States,Moderna,19485089
2021-02-07,United States,Pfizer/BioNTech,21622193
