tDate,Country,Vaccine,NumberOfVaccinated
2022-01-31,Chile,CanSino,574083
2022-01-31,Chile,Oxford/AstraZeneca,548494
2022-01-31,Chile,Pfizer/BioNTech,7775311
2022-01-31,Chile,Sinovac,25098627
2022-01-31,Czechia,Johnson&Johnson,411091
2022-01-31,Czechia,Moderna,1540051
2022-01-31,Czechia,Pfizer/BioNTech,14219273
2022-01-31,France,Johnson&Johnson,1080627
2022-01-31,France,Moderna,22579070
2022-01-31,France,Oxford/AstraZeneca,7851968
2022-01-31,France,Pfizer/BioNTech,105255189
2022-01-31,Germany,Johnson&Johnson,3613367
2022-01-31,Germany,Moderna,28273954
2022-01-31,Germany,Oxford/AstraZeneca,12751878
2022-01-31,Germany,Pfizer/BioNTech,120567094
2022-01-31,Iceland,Johnson&Johnson,71
2022-01-31,Iceland,Moderna,5521
2022-01-31,Iceland,Oxford/AstraZeneca,1
2022-01-31,Iceland,Pfizer/BioNTech,54475
2022-01-31,Italy,Johnson&Johnson,1523867
2022-01-31,Italy,Moderna,30957894
2022-01-31,Italy,Pfizer/BioNTech,83965396
2022-01-31,Latvia,Johnson&Johnson,290487
2022-01-31,Latvia,Moderna,678961
2022-01-31,Latvia,Oxford/AstraZeneca,262576
2022-01-31,Latvia,Pfizer/BioNTech,1555819
2022-01-31,South Korea,Johnson&Johnson,1538785
2022-01-31,South Korea,Moderna,22704671
2022-01-31,South Korea,Oxford/AstraZeneca,22225736
2022-01-31,South Korea,Pfizer/BioNTech,67920514
2022-01-31,Switzerland,Johnson&Johnson,58349
2022-01-31,Switzerland,Moderna,9625340
2022-01-31,Switzerland,Pfizer/BioNTech,5622869
2022-01-31,United States,Johnson&Johnson,18177294
2022-01-31,United States,Moderna,204294985
2022-01-31,United States,Pfizer/BioNTech,316390082
