tDate,Country,Vaccine,NumberOfVaccinated
2022-08-06,Chile,Pfizer/BioNTech,8049037
2022-08-06,Chile,Sinovac,25919500
2022-08-06,Czechia,Moderna,1612224
2022-08-06,Czechia,Novavax,9524
2022-08-06,Czechia,Pfizer/BioNTech,14870160
2022-08-06,France,Johnson&Johnson,1088977
2022-08-06,France,Moderna,23895237
2022-08-06,France,Novavax,29838
2022-08-06,France,Pfizer/BioNTech,115935095
2022-08-06,Germany,Johnson&Johnson,3749356
2022-08-06,Germany,Moderna,31385794
2022-08-06,Germany,Novavax,136946
2022-08-06,Germany,Pfizer/BioNTech,136040085
2022-08-06,Italy,Moderna,34222666
2022-08-06,Italy,Pfizer/BioNTech,91973440
2022-08-06,Japan,Moderna,70847382
2022-08-06,Japan,Novavax,115488
2022-08-06,Japan,Pfizer/BioNTech,231826725
2022-08-06,South Korea,Johnson&Johnson,1543981
2022-08-06,South Korea,Moderna,25004876
2022-08-06,South Korea,Novavax,716544
2022-08-06,South Korea,Pfizer/BioNTech,80139148
2022-08-06,Switzerland,Johnson&Johnson,62067
2022-08-06,Switzerland,Moderna,9886046
2022-08-06,Switzerland,Pfizer/BioNTech,5947660
