tDate,Country,Vaccine,NumberOfVaccinated
2022-07-13,Chile,Pfizer/BioNTech,8027466
2022-07-13,Chile,Sinovac,25884192
2022-07-13,Czechia,Johnson&Johnson,413130
2022-07-13,Czechia,Moderna,1602611
2022-07-13,Czechia,Novavax,8913
2022-07-13,Czechia,Pfizer/BioNTech,14768175
2022-07-13,France,Johnson&Johnson,1088479
2022-07-13,France,Moderna,23834005
2022-07-13,France,Novavax,27426
2022-07-13,France,Pfizer/BioNTech,114567835
2022-07-13,Germany,Johnson&Johnson,3748282
2022-07-13,Germany,Moderna,31282112
2022-07-13,Germany,Novavax,132434
2022-07-13,Germany,Oxford/AstraZeneca,12794656
2022-07-13,Germany,Pfizer/BioNTech,135334932
2022-07-13,Italy,Moderna,34223221
2022-07-13,Italy,Novavax,42537
2022-07-13,Italy,Pfizer/BioNTech,90682837
2022-07-13,Japan,Moderna,65979669
2022-07-13,Japan,Novavax,51060
2022-07-13,Japan,Pfizer/BioNTech,222499800
2022-07-13,South Korea,Johnson&Johnson,1543704
2022-07-13,South Korea,Moderna,24761916
2022-07-13,South Korea,Novavax,593831
2022-07-13,South Korea,Pfizer/BioNTech,78789632
2022-07-13,United States,Johnson&Johnson,18842565
2022-07-13,United States,Moderna,225820815
2022-07-13,United States,Pfizer/BioNTech,354009502
