tDate,Country,Vaccine,NumberOfVaccinated
2021-12-13,Chile,CanSino,573385
2021-12-13,Chile,Oxford/AstraZeneca,544182
2021-12-13,Chile,Pfizer/BioNTech,7584839
2021-12-13,Chile,Sinovac,24115670
2021-12-13,Czechia,Johnson&Johnson,401078
2021-12-13,Czechia,Moderna,1206283
2021-12-13,Czechia,Oxford/AstraZeneca,884618
2021-12-13,Czechia,Pfizer/BioNTech,11983998
2021-12-13,France,Johnson&Johnson,1062079
2021-12-13,France,Moderna,13011359
2021-12-13,France,Oxford/AstraZeneca,7815584
2021-12-13,France,Pfizer/BioNTech,91702702
2021-12-13,Germany,Johnson&Johnson,3545354
2021-12-13,Germany,Moderna,16048506
2021-12-13,Germany,Oxford/AstraZeneca,12732770
2021-12-13,Germany,Pfizer/BioNTech,103496449
2021-12-13,Iceland,Johnson&Johnson,54464
2021-12-13,Iceland,Moderna,90102
2021-12-13,Iceland,Oxford/AstraZeneca,115754
2021-12-13,Iceland,Pfizer/BioNTech,439020
2021-12-13,Italy,Johnson&Johnson,1498827
2021-12-13,Italy,Moderna,16178004
2021-12-13,Italy,Oxford/AstraZeneca,12160374
2021-12-13,Italy,Pfizer/BioNTech,72805054
2021-12-13,Latvia,Johnson&Johnson,278113
2021-12-13,Latvia,Moderna,486313
2021-12-13,Latvia,Oxford/AstraZeneca,262518
2021-12-13,Latvia,Pfizer/BioNTech,1375036
2021-12-13,South Korea,Johnson&Johnson,1523570
2021-12-13,South Korea,Moderna,15596479
2021-12-13,South Korea,Oxford/AstraZeneca,22192074
2021-12-13,South Korea,Pfizer/BioNTech,51174236
2021-12-13,Switzerland,Johnson&Johnson,47074
2021-12-13,Switzerland,Moderna,8103471
2021-12-13,Switzerland,Pfizer/BioNTech,4561535
2021-12-13,United States,Johnson&Johnson,17206942
2021-12-13,United States,Moderna,185388911
2021-12-13,United States,Pfizer/BioNTech,282267391
