Date,Country,Vaccine,NumberOfVaccinated
2021-04-10,Chile,Pfizer/BioNTech,1402017
2021-04-10,Chile,Sinovac,10629311
2021-04-10,Czechia,Moderna,216905
2021-04-10,Czechia,Oxford/AstraZeneca,271974
2021-04-10,Czechia,Pfizer/BioNTech,1609080
2021-04-10,France,Moderna,1085699
2021-04-10,France,Oxford/AstraZeneca,3013403
2021-04-10,France,Pfizer/BioNTech,10552948
2021-04-10,Germany,Johnson&Johnson,21
2021-04-10,Germany,Moderna,1004332
2021-04-10,Germany,Oxford/AstraZeneca,3753834
2021-04-10,Germany,Pfizer/BioNTech,13473515
2021-04-10,Iceland,Johnson&Johnson,0
2021-04-10,Iceland,Moderna,8158
2021-04-10,Iceland,Oxford/AstraZeneca,23288
2021-04-10,Iceland,Pfizer/BioNTech,57910
2021-04-10,Italy,Moderna,866890
2021-04-10,Italy,Oxford/AstraZeneca,2656082
2021-04-10,Italy,Pfizer/BioNTech,9560445
2021-04-10,Latvia,Moderna,30656
2021-04-10,Latvia,Oxford/AstraZeneca,109020
2021-04-10,Latvia,Pfizer/BioNTech,41816
2021-04-10,Lithuania,Moderna,59451
2021-04-10,Lithuania,Oxford/AstraZeneca,166796
2021-04-10,Lithuania,Pfizer/BioNTech,450670
2021-04-10,Switzerland,Moderna,890757
2021-04-10,Switzerland,Pfizer/BioNTech,911987
2021-04-10,United States,Johnson&Johnson,5972101
2021-04-10,United States,Moderna,82622178
2021-04-10,United States,Pfizer/BioNTech,94715143
