tDate,Country,Vaccine,NumberOfVaccinated
2022-02-09,Chile,CanSino,574151
2022-02-09,Chile,Oxford/AstraZeneca,548623
2022-02-09,Chile,Pfizer/BioNTech,7810567
2022-02-09,Chile,Sinovac,25234715
2022-02-09,Czechia,Johnson&Johnson,411664
2022-02-09,Czechia,Moderna,1559003
2022-02-09,Czechia,Pfizer/BioNTech,14370863
2022-02-09,France,Johnson&Johnson,1082408
2022-02-09,France,Moderna,23033409
2022-02-09,France,Oxford/AstraZeneca,7853976
2022-02-09,France,Pfizer/BioNTech,106676787
2022-02-09,Germany,Johnson&Johnson,3618139
2022-02-09,Germany,Moderna,28751465
2022-02-09,Germany,Oxford/AstraZeneca,12753104
2022-02-09,Germany,Pfizer/BioNTech,122333653
2022-02-09,Iceland,Johnson&Johnson,78
2022-02-09,Iceland,Moderna,5938
2022-02-09,Iceland,Oxford/AstraZeneca,1
2022-02-09,Iceland,Pfizer/BioNTech,69324
2022-02-09,Italy,Johnson&Johnson,1506059
2022-02-09,Italy,Moderna,32090963
2022-02-09,Italy,Pfizer/BioNTech,85511453
2022-02-09,Latvia,Johnson&Johnson,291116
2022-02-09,Latvia,Moderna,691497
2022-02-09,Latvia,Pfizer/BioNTech,1572723
2022-02-09,South Korea,Johnson&Johnson,1539731
2022-02-09,South Korea,Moderna,23173265
2022-02-09,South Korea,Oxford/AstraZeneca,22238172
2022-02-09,South Korea,Pfizer/BioNTech,69160197
2022-02-09,Switzerland,Johnson&Johnson,58923
2022-02-09,Switzerland,Moderna,9677827
2022-02-09,Switzerland,Pfizer/BioNTech,5691729
2022-02-09,United States,Johnson&Johnson,18271861
2022-02-09,United States,Moderna,205846147
2022-02-09,United States,Pfizer/BioNTech,320170914
