tDate,Country,Vaccine,NumberOfVaccinated
2022-07-01,Chile,Pfizer/BioNTech,8016568
2022-07-01,Chile,Sinovac,25863952
2022-07-01,Czechia,Johnson&Johnson,413087
2022-07-01,Czechia,Moderna,1602179
2022-07-01,Czechia,Novavax,8705
2022-07-01,Czechia,Pfizer/BioNTech,14763827
2022-07-01,France,Johnson&Johnson,1088183
2022-07-01,France,Moderna,23771461
2022-07-01,France,Novavax,25555
2022-07-01,France,Pfizer/BioNTech,113406861
2022-07-01,Germany,Johnson&Johnson,3747883
2022-07-01,Germany,Moderna,31230974
2022-07-01,Germany,Novavax,129997
2022-07-01,Germany,Pfizer/BioNTech,134993677
2022-07-01,Italy,Johnson&Johnson,1507822
2022-07-01,Italy,Moderna,34181354
2022-07-01,Italy,Novavax,42310
2022-07-01,Italy,Pfizer/BioNTech,90395744
2022-07-01,Japan,Moderna,65274502
2022-07-01,Japan,Novavax,33606
2022-07-01,Japan,Pfizer/BioNTech,219963950
2022-07-01,Latvia,Johnson&Johnson,293799
2022-07-01,Latvia,Moderna,715239
2022-07-01,Latvia,Novavax,425
2022-07-01,Latvia,Pfizer/BioNTech,1623564
2022-07-01,South Korea,Moderna,24737824
2022-07-01,South Korea,Novavax,574962
2022-07-01,South Korea,Pfizer/BioNTech,78649113
2022-07-01,Switzerland,Johnson&Johnson,61431
2022-07-01,Switzerland,Moderna,9819532
2022-07-01,Switzerland,Pfizer/BioNTech,5873749
