tDate,Country,Vaccine,NumberOfVaccinated
2023-01-29,France,Moderna,24116972
2023-01-29,France,Novavax,38075
2023-01-29,France,Pfizer/BioNTech,120990120
2023-01-29,France,Sanofi/GSK,2654
2023-01-29,Germany,Pfizer/BioNTech,138176679
2023-01-29,Italy,Moderna,34313848
2023-01-29,Italy,Pfizer/BioNTech,95645769
2023-01-29,Japan,Moderna,83131128
2023-01-29,Japan,Novavax,291938
2023-01-29,Japan,Pfizer/BioNTech,295420745
2023-01-29,South Korea,Novavax,255494
2023-01-29,South Korea,Pfizer/BioNTech,52304884
