tDate,Country,Vaccine,NumberOfVaccinated
2022-03-12,Chile,CanSino,574404
2022-03-12,Chile,Oxford/AstraZeneca,549270
2022-03-12,Chile,Pfizer/BioNTech,7893731
2022-03-12,Chile,Sinovac,25556176
2022-03-12,Czechia,Johnson&Johnson,412427
2022-03-12,Czechia,Moderna,1579130
2022-03-12,Czechia,Novavax,1264
2022-03-12,Czechia,Pfizer/BioNTech,14560561
2022-03-12,France,Johnson&Johnson,1085557
2022-03-12,France,Moderna,23488458
2022-03-12,France,Oxford/AstraZeneca,7857427
2022-03-12,France,Pfizer/BioNTech,108851967
2022-03-12,Germany,Johnson&Johnson,3626228
2022-03-12,Germany,Moderna,29309144
2022-03-12,Germany,Novavax,43971
2022-03-12,Germany,Oxford/AstraZeneca,12756515
2022-03-12,Germany,Pfizer/BioNTech,125299853
2022-03-12,Italy,Moderna,33395276
2022-03-12,Italy,Novavax,15590
2022-03-12,Italy,Pfizer/BioNTech,87966359
2022-03-12,Latvia,Johnson&Johnson,292815
2022-03-12,Latvia,Moderna,707792
2022-03-12,Latvia,Oxford/AstraZeneca,262593
2022-03-12,Latvia,Pfizer/BioNTech,1601834
2022-03-12,South Korea,Johnson&Johnson,1541900
2022-03-12,South Korea,Moderna,24096281
2022-03-12,South Korea,Novavax,123852
2022-03-12,South Korea,Oxford/AstraZeneca,20313383
2022-03-12,South Korea,Pfizer/BioNTech,73699731
2022-03-12,Switzerland,Johnson&Johnson,59750
2022-03-12,Switzerland,Moderna,9745527
2022-03-12,Switzerland,Pfizer/BioNTech,5779668
2022-03-12,United States,Johnson&Johnson,18511808
2022-03-12,United States,Moderna,209384574
2022-03-12,United States,Pfizer/BioNTech,328367251
