Date,Country,Vaccine,NumberOfVaccinated
2021-02-08,Chile,Pfizer/BioNTech,82026
2021-02-08,Chile,Sinovac,784147
2021-02-08,Czechia,Moderna,12353
2021-02-08,Czechia,Pfizer/BioNTech,364339
2021-02-08,France,Moderna,74604
2021-02-08,France,Oxford/AstraZeneca,4307
2021-02-08,France,Pfizer/BioNTech,2272206
2021-02-08,Germany,Johnson&Johnson,1
2021-02-08,Germany,Moderna,80421
2021-02-08,Germany,Oxford/AstraZeneca,201
2021-02-08,Germany,Pfizer/BioNTech,3445319
2021-02-08,Iceland,Johnson&Johnson,0
2021-02-08,Iceland,Moderna,1264
2021-02-08,Iceland,Oxford/AstraZeneca,2
2021-02-08,Iceland,Pfizer/BioNTech,16490
2021-02-08,Italy,Moderna,32715
2021-02-08,Italy,Oxford/AstraZeneca,38
2021-02-08,Italy,Pfizer/BioNTech,2659529
2021-02-08,Latvia,Moderna,1784
2021-02-08,Latvia,Pfizer/BioNTech,30954
2021-02-08,Lithuania,Moderna,4142
2021-02-08,Lithuania,Oxford/AstraZeneca,4
2021-02-08,Lithuania,Pfizer/BioNTech,124800
2021-02-08,United States,Moderna,20066305
2021-02-08,United States,Pfizer/BioNTech,22247484
