tDate,Country,Vaccine,NumberOfVaccinated
2022-03-24,Czechia,Johnson&Johnson,412555
2022-03-24,Czechia,Moderna,1583450
2022-03-24,Czechia,Novavax,2350
2022-03-24,Czechia,Pfizer/BioNTech,14592469
2022-03-24,France,Johnson&Johnson,1085924
2022-03-24,France,Moderna,23524421
2022-03-24,France,Oxford/AstraZeneca,7857819
2022-03-24,France,Pfizer/BioNTech,109081636
2022-03-24,Germany,Johnson&Johnson,3627691
2022-03-24,Germany,Moderna,29410995
2022-03-24,Germany,Novavax,63777
2022-03-24,Germany,Oxford/AstraZeneca,12757461
2022-03-24,Germany,Pfizer/BioNTech,125886868
2022-03-24,Italy,Moderna,33563050
2022-03-24,Italy,Novavax,24739
2022-03-24,Italy,Pfizer/BioNTech,88402083
2022-03-24,Latvia,Johnson&Johnson,293120
2022-03-24,Latvia,Moderna,709926
2022-03-24,Latvia,Novavax,187
2022-03-24,Latvia,Pfizer/BioNTech,1607161
2022-03-24,South Korea,Johnson&Johnson,1542261
2022-03-24,South Korea,Moderna,24197327
2022-03-24,South Korea,Novavax,167218
2022-03-24,South Korea,Oxford/AstraZeneca,20315348
2022-03-24,South Korea,Pfizer/BioNTech,74037372
2022-03-24,Switzerland,Johnson&Johnson,59963
2022-03-24,Switzerland,Moderna,9758541
2022-03-24,Switzerland,Pfizer/BioNTech,5793028
2022-03-24,United States,Johnson&Johnson,18542865
2022-03-24,United States,Moderna,210060559
2022-03-24,United States,Pfizer/BioNTech,330115030
