Date,Country,Vaccine,NumberOfVaccinated
2021-03-20,Chile,Pfizer/BioNTech,684855
2021-03-20,Chile,Sinovac,7799493
2021-03-20,Czechia,Moderna,119710
2021-03-20,Czechia,Oxford/AstraZeneca,179383
2021-03-20,Czechia,Pfizer/BioNTech,1056730
2021-03-20,France,Moderna,505677
2021-03-20,France,Oxford/AstraZeneca,1613553
2021-03-20,France,Pfizer/BioNTech,6638018
2021-03-20,Germany,Johnson&Johnson,19
2021-03-20,Germany,Moderna,456358
2021-03-20,Germany,Oxford/AstraZeneca,2008839
2021-03-20,Germany,Pfizer/BioNTech,8505423
2021-03-20,Iceland,Johnson&Johnson,0
2021-03-20,Iceland,Moderna,4850
2021-03-20,Iceland,Oxford/AstraZeneca,9313
2021-03-20,Iceland,Pfizer/BioNTech,38941
2021-03-20,Italy,Moderna,352171
2021-03-20,Italy,Oxford/AstraZeneca,1276033
2021-03-20,Italy,Pfizer/BioNTech,6231439
2021-03-20,Latvia,Moderna,10311
2021-03-20,Latvia,Oxford/AstraZeneca,57385
2021-03-20,Lithuania,Moderna,26394
2021-03-20,Lithuania,Oxford/AstraZeneca,79320
2021-03-20,Lithuania,Pfizer/BioNTech,297959
2021-03-20,Switzerland,Moderna,593832
2021-03-20,Switzerland,Pfizer/BioNTech,655653
2021-03-20,United States,Johnson&Johnson,2163681
2021-03-20,United States,Moderna,58294583
2021-03-20,United States,Pfizer/BioNTech,60849627
