Date,Country,Vaccine,NumberOfVaccinated
2021-01-27,Chile,Pfizer/BioNTech,67405
2021-01-27,Czechia,Moderna,7017
2021-01-27,Czechia,Pfizer/BioNTech,241673
2021-01-27,France,Moderna,35572
2021-01-27,France,Pfizer/BioNTech,1368371
2021-01-27,Germany,Johnson&Johnson,0
2021-01-27,Germany,Moderna,43665
2021-01-27,Germany,Oxford/AstraZeneca,59
2021-01-27,Germany,Pfizer/BioNTech,2185040
2021-01-27,Iceland,Johnson&Johnson,0
2021-01-27,Iceland,Moderna,1263
2021-01-27,Iceland,Oxford/AstraZeneca,2
2021-01-27,Iceland,Pfizer/BioNTech,14327
2021-01-27,Italy,Moderna,17253
2021-01-27,Italy,Pfizer/BioNTech,1661038
2021-01-27,Latvia,Pfizer/BioNTech,20247
2021-01-27,Lithuania,Moderna,2374
2021-01-27,Lithuania,Pfizer/BioNTech,76388
2021-01-27,United States,Moderna,11001991
2021-01-27,United States,Pfizer/BioNTech,13550835
