tDate,Country,Vaccine,NumberOfVaccinated
2021-12-12,Chile,CanSino,573355
2021-12-12,Chile,Oxford/AstraZeneca,543910
2021-12-12,Chile,Pfizer/BioNTech,7577765
2021-12-12,Chile,Sinovac,24066531
2021-12-12,Czechia,Johnson&Johnson,400659
2021-12-12,Czechia,Moderna,1197275
2021-12-12,Czechia,Oxford/AstraZeneca,884589
2021-12-12,Czechia,Pfizer/BioNTech,11914025
2021-12-12,France,Johnson&Johnson,1061545
2021-12-12,France,Moderna,12757877
2021-12-12,France,Oxford/AstraZeneca,7814404
2021-12-12,France,Pfizer/BioNTech,91244130
2021-12-12,Germany,Johnson&Johnson,3541016
2021-12-12,Germany,Moderna,15579473
2021-12-12,Germany,Oxford/AstraZeneca,12731892
2021-12-12,Germany,Pfizer/BioNTech,103078883
2021-12-12,Italy,Johnson&Johnson,1498605
2021-12-12,Italy,Moderna,15841689
2021-12-12,Italy,Pfizer/BioNTech,72611967
2021-12-12,Latvia,Johnson&Johnson,277708
2021-12-12,Latvia,Moderna,480722
2021-12-12,Latvia,Pfizer/BioNTech,1371845
2021-12-12,South Korea,Johnson&Johnson,1522816
2021-12-12,South Korea,Moderna,15131819
2021-12-12,South Korea,Oxford/AstraZeneca,22190871
2021-12-12,South Korea,Pfizer/BioNTech,50712872
2021-12-12,Switzerland,Johnson&Johnson,46281
2021-12-12,Switzerland,Moderna,8061122
2021-12-12,Switzerland,Pfizer/BioNTech,4523697
2021-12-12,United States,Johnson&Johnson,17185562
2021-12-12,United States,Moderna,184989803
2021-12-12,United States,Pfizer/BioNTech,281519334
