tDate,Country,Vaccine,NumberOfVaccinated
2021-01-15,Chile,Pfizer/BioNTech,22077
2021-01-15,Czechia,Moderna,1984
2021-01-15,Czechia,Pfizer/BioNTech,113522
2021-01-15,France,Moderna,369
2021-01-15,France,Pfizer/BioNTech,411292
2021-01-15,Germany,Johnson&Johnson,0
2021-01-15,Germany,Moderna,15634
2021-01-15,Germany,Oxford/AstraZeneca,13
2021-01-15,Germany,Pfizer/BioNTech,1105840
2021-01-15,Iceland,Johnson&Johnson,0
2021-01-15,Iceland,Moderna,1262
2021-01-15,Iceland,Oxford/AstraZeneca,0
2021-01-15,Iceland,Pfizer/BioNTech,4947
2021-01-15,Italy,Moderna,1183
2021-01-15,Italy,Oxford/AstraZeneca,1
2021-01-15,Italy,Pfizer/BioNTech,1113008
2021-01-15,Latvia,Moderna,915
2021-01-15,Latvia,Pfizer/BioNTech,14272
2021-01-15,Lithuania,Moderna,1042
2021-01-15,Lithuania,Pfizer/BioNTech,49058
2021-01-15,United States,Moderna,5122662
2021-01-15,United States,Pfizer/BioNTech,7153268
