tDate,Country,Vaccine,NumberOfVaccinated
2022-06-05,Chile,CanSino,0
2022-06-05,Chile,Moderna,0
2022-06-05,Chile,Oxford/AstraZeneca,549670
2022-06-05,Chile,Pfizer/BioNTech,7991481
2022-06-05,Chile,Sinovac,25816549
2022-06-05,Czechia,Moderna,1599316
2022-06-05,Czechia,Novavax,8055
2022-06-05,Czechia,Pfizer/BioNTech,14735847
2022-06-05,France,Johnson&Johnson,1087626
2022-06-05,France,Moderna,23700974
2022-06-05,France,Novavax,21707
2022-06-05,France,Oxford/AstraZeneca,7859598
2022-06-05,France,Pfizer/BioNTech,112061016
2022-06-05,Germany,Johnson&Johnson,3722485
2022-06-05,Germany,Moderna,30592469
2022-06-05,Germany,Novavax,123392
2022-06-05,Germany,Oxford/AstraZeneca,12878030
2022-06-05,Germany,Pfizer/BioNTech,132884165
2022-06-05,Italy,Moderna,34079380
2022-06-05,Italy,Novavax,41628
2022-06-05,Italy,Pfizer/BioNTech,90059567
2022-06-05,Japan,Moderna,64612201
2022-06-05,Japan,Novavax,5296
2022-06-05,Japan,Oxford/AstraZeneca,117337
2022-06-05,Japan,Pfizer/BioNTech,217105959
2022-06-05,Latvia,Johnson&Johnson,293698
2022-06-05,Latvia,Novavax,377
2022-06-05,Latvia,Pfizer/BioNTech,1621127
2022-06-05,South Korea,Johnson&Johnson,1543363
2022-06-05,South Korea,Moderna,24696484
2022-06-05,South Korea,Novavax,539625
2022-06-05,South Korea,Oxford/AstraZeneca,20320562
2022-06-05,South Korea,Pfizer/BioNTech,78368604
2022-06-05,Switzerland,Johnson&Johnson,60993
2022-06-05,Switzerland,Moderna,9802339
2022-06-05,Switzerland,Pfizer/BioNTech,5849455
2022-06-05,United States,Johnson&Johnson,18790511
2022-06-05,United States,Moderna,222237499
2022-06-05,United States,Pfizer/BioNTech,347501597
