tDate,Country,Vaccine,NumberOfVaccinated
2023-04-26,Czechia,Moderna,1641636
2023-04-26,Czechia,Pfizer/BioNTech,15670258
2023-04-26,France,Moderna,24130541
2023-04-26,France,Novavax,39596
2023-04-26,France,Pfizer/BioNTech,121304679
2023-04-26,France,Sanofi/GSK,4620
2023-04-26,Italy,Moderna,34338803
2023-04-26,Italy,Pfizer/BioNTech,95781946
2023-04-26,Japan,Moderna,83398049
2023-04-26,Japan,Novavax,314695
2023-04-26,Japan,Pfizer/BioNTech,299824178
2023-04-26,South Korea,Johnson&Johnson,1516782
2023-04-26,South Korea,Novavax,263258
2023-04-26,South Korea,Pfizer/BioNTech,52233590
