Date,Country,Vaccine,NumberOfVaccinated
2021-03-22,Chile,Pfizer/BioNTech,718052
2021-03-22,Chile,Sinovac,8036138
2021-03-22,Czechia,Moderna,124306
2021-03-22,Czechia,Oxford/AstraZeneca,186684
2021-03-22,Czechia,Pfizer/BioNTech,1090313
2021-03-22,France,Moderna,543768
2021-03-22,France,Oxford/AstraZeneca,1655915
2021-03-22,France,Pfizer/BioNTech,6810517
2021-03-22,Germany,Johnson&Johnson,19
2021-03-22,Germany,Moderna,489247
2021-03-22,Germany,Oxford/AstraZeneca,2137812
2021-03-22,Germany,Pfizer/BioNTech,8776074
2021-03-22,Iceland,Johnson&Johnson,0
2021-03-22,Iceland,Moderna,5077
2021-03-22,Iceland,Oxford/AstraZeneca,9313
2021-03-22,Iceland,Pfizer/BioNTech,40569
2021-03-22,Italy,Moderna,373781
2021-03-22,Italy,Oxford/AstraZeneca,1391058
2021-03-22,Italy,Pfizer/BioNTech,6420202
2021-03-22,Latvia,Moderna,10922
2021-03-22,Latvia,Oxford/AstraZeneca,59428
2021-03-22,Lithuania,Moderna,31209
2021-03-22,Lithuania,Oxford/AstraZeneca,81614
2021-03-22,Lithuania,Pfizer/BioNTech,299122
2021-03-22,Switzerland,Moderna,604827
2021-03-22,Switzerland,Pfizer/BioNTech,670835
2021-03-22,United States,Johnson&Johnson,2406337
2021-03-22,United States,Moderna,60275003
2021-03-22,United States,Pfizer/BioNTech,63693721
