tDate,Country,Vaccine,NumberOfVaccinated
2022-04-04,Chile,CanSino,574518
2022-04-04,Chile,Oxford/AstraZeneca,549486
2022-04-04,Chile,Pfizer/BioNTech,7931072
2022-04-04,Chile,Sinovac,25654672
2022-04-04,Czechia,Johnson&Johnson,412683
2022-04-04,Czechia,Moderna,1586771
2022-04-04,Czechia,Novavax,4052
2022-04-04,Czechia,Pfizer/BioNTech,14620839
2022-04-04,France,Johnson&Johnson,1086276
2022-04-04,France,Moderna,23558811
2022-04-04,France,Oxford/AstraZeneca,7858125
2022-04-04,France,Pfizer/BioNTech,109439139
2022-04-04,Germany,Johnson&Johnson,3628432
2022-04-04,Germany,Moderna,29470632
2022-04-04,Germany,Novavax,88701
2022-04-04,Germany,Oxford/AstraZeneca,12758155
2022-04-04,Germany,Pfizer/BioNTech,126241985
2022-04-04,Italy,Moderna,33655787
2022-04-04,Italy,Novavax,34092
2022-04-04,Italy,Pfizer/BioNTech,88690525
2022-04-04,Latvia,Johnson&Johnson,293205
2022-04-04,Latvia,Moderna,711205
2022-04-04,Latvia,Pfizer/BioNTech,1610418
2022-04-04,South Korea,Johnson&Johnson,1542560
2022-04-04,South Korea,Moderna,24251682
2022-04-04,South Korea,Novavax,203726
2022-04-04,South Korea,Oxford/AstraZeneca,20317031
2022-04-04,South Korea,Pfizer/BioNTech,74318577
2022-04-04,Switzerland,Johnson&Johnson,60220
2022-04-04,Switzerland,Moderna,9766955
2022-04-04,Switzerland,Pfizer/BioNTech,5805103
2022-04-04,United States,Johnson&Johnson,18596102
2022-04-04,United States,Moderna,211212181
2022-04-04,United States,Pfizer/BioNTech,332094076
