tDate,Country,Vaccine,NumberOfVaccinated
2022-03-07,Chile,CanSino,574334
2022-03-07,Chile,Oxford/AstraZeneca,549212
2022-03-07,Chile,Pfizer/BioNTech,7883107
2022-03-07,Chile,Sinovac,25525143
2022-03-07,Czechia,Johnson&Johnson,412355
2022-03-07,Czechia,Moderna,1576804
2022-03-07,Czechia,Novavax,425
2022-03-07,Czechia,Pfizer/BioNTech,14542732
2022-03-07,France,Johnson&Johnson,1085285
2022-03-07,France,Moderna,23472533
2022-03-07,France,Oxford/AstraZeneca,7857171
2022-03-07,France,Pfizer/BioNTech,108715367
2022-03-07,Germany,Johnson&Johnson,3625156
2022-03-07,Germany,Moderna,29242847
2022-03-07,Germany,Novavax,32085
2022-03-07,Germany,Oxford/AstraZeneca,12755369
2022-03-07,Germany,Pfizer/BioNTech,124934184
2022-03-07,Iceland,Johnson&Johnson,84
2022-03-07,Iceland,Moderna,6490
2022-03-07,Iceland,Oxford/AstraZeneca,1
2022-03-07,Iceland,Pfizer/BioNTech,75337
2022-03-07,Italy,Johnson&Johnson,1507053
2022-03-07,Italy,Moderna,33279022
2022-03-07,Italy,Novavax,11802
2022-03-07,Italy,Pfizer/BioNTech,87715258
2022-03-07,Latvia,Johnson&Johnson,292669
2022-03-07,Latvia,Moderna,706344
2022-03-07,Latvia,Pfizer/BioNTech,1598757
2022-03-07,South Korea,Johnson&Johnson,1541815
2022-03-07,South Korea,Moderna,24029538
2022-03-07,South Korea,Novavax,82585
2022-03-07,South Korea,Oxford/AstraZeneca,20312916
2022-03-07,South Korea,Pfizer/BioNTech,73515654
2022-03-07,Switzerland,Johnson&Johnson,59651
2022-03-07,Switzerland,Moderna,9739294
2022-03-07,Switzerland,Pfizer/BioNTech,5771918
2022-03-07,United States,Johnson&Johnson,18484091
2022-03-07,United States,Moderna,208999627
2022-03-07,United States,Pfizer/BioNTech,327340259
