tDate,Country,Vaccine,NumberOfVaccinated
2023-03-20,Czechia,Johnson&Johnson,413825
2023-03-20,Czechia,Pfizer/BioNTech,15667072
2023-03-20,France,Moderna,24126383
2023-03-20,France,Novavax,39225
2023-03-20,France,Pfizer/BioNTech,121244772
2023-03-20,France,Sanofi/GSK,4227
2023-03-20,Germany,Moderna,31586030
2023-03-20,Germany,Novavax,160017
2023-03-20,Germany,Pfizer/BioNTech,138198453
2023-03-20,Germany,Valneva,7590
2023-03-20,Italy,Moderna,34334053
2023-03-20,Italy,Pfizer/BioNTech,95766509
2023-03-20,South Korea,Johnson&Johnson,1516682
2023-03-20,South Korea,Novavax,260853
2023-03-20,South Korea,Pfizer/BioNTech,52258372
2023-03-20,Switzerland,Moderna,10637446
2023-03-20,Switzerland,Novavax,3528
2023-03-20,Switzerland,Pfizer/BioNTech,6213370
